applicant_name,applicant_licence_no,regno,nappi_code,name,schedule,dosage_form,pack_size,is_generic,num_packs,equivalence_key,sep,effective_date
Camox Pharmaceuticals (Pty) Ltd,559.0,38/13.4.2/0267,711877001,Apex - Isotretinoin 10 Mg,S5,Cap,60,Generic,1,,209.83,2013-03-22
Camox Pharmaceuticals (Pty) Ltd,559.0,38/13.4.2/0265,711876001,Apex - Isotretinoin 20 Mg,S5,Cap,60,Generic,1,,412.59,2013-03-22
Camox Pharmaceuticals (Pty) Ltd,559.0,38/20.1.2/0264,707666001,Apex Clavutin Sf,S4,Pwd,100,Generic,1,,51.89,2013-03-22
Camox Pharmaceuticals (Pty) Ltd,559.0,a38/20.1.1/0476,707662001,Apex-Clarithromycin 500Mg Tablets,S4,Tab,10,Generic,1,,77.13,2013-03-22
Brunel Laboratoria (Pty) Ltd,230.0,t/10.2.2/227,783633130,Lessmusec,S2,Cap,30,Originator,1,,26.01,2013-08-08
Brunel Laboratoria (Pty) Ltd,230.0,t/10.2.2/227,783633122,Lessmusec,S2,Cap,1000,Originator,1,,867.06,2013-08-08
Bristol-Myers Squibb (Pty) Ltd,335.0,28/20.1.1/0722,815098014,Maxipime 500Mg,S4,Inj,5,Originator,5,,635.36,2010-06-25
Bristol-Myers Squibb (Pty) Ltd,335.0,42/2.6.5/0179,716587001,Abilify Im,S5,Inj,1,Originator,1,,105.11,2013-07-15
Bristol-Myers Squibb (Pty) Ltd,335.0,41/2.6.5/0493,712192001,Abilify 5Mg,S5,Tab,30,Originator,1,,755.83,2013-07-15
Bristol-Myers Squibb (Pty) Ltd,335.0,a38/2.6.5/0596,705635001,Abilify 15Mg,S5,Tab,30,Originator,1,,1318.95,2013-07-15
Bristol-Myers Squibb (Pty) Ltd,335.0,a38/2.6.5/0595,705634001,Abilify 10Mg,S5,Tab,30,Originator,1,,1068.12,2013-07-15
Brimpharm Sa (Pty) Ltd,163.0,44/7.1.3/0908,718507001,Irtanel 300,S3,Tab,28,Generic,1,,89.6,2013-08-26
Brimpharm Sa (Pty) Ltd,163.0,44/7.1.3/0907,718506001,Irtanel 150,S3,Tab,28,Generic,1,,89.6,2013-08-26
Brimpharm Sa (Pty) Ltd,163.0,45/2.5/0092,718468001,Navalpro Cr 500,S3,Tab,100,Generic,1,,526.81,2013-04-19
Brimpharm Sa (Pty) Ltd,163.0,44/10.2.2/0849,718125001,Kulair 10,S3,Tab,28,Generic,1,,216.6,2013-03-26
Brimpharm Sa (Pty) Ltd,163.0,44/10.2.2/0848,718124001,Kulair 5,S3,Tab,28,Generic,1,,216.6,2013-03-26
Brimpharm Sa (Pty) Ltd,163.0,44/10.2.2/0847,718123001,Kulair 4,S3,Tab,28,Generic,1,,216.6,2013-03-26
Brimpharm Sa (Pty) Ltd,163.0,43/21.12/0395,718109001,Fenryde 5,S4,Tab,28,Generic,1,,191.52,2013-01-15
Brimpharm Sa (Pty) Ltd,163.0,37/20.1.1/0137,718071001,"Zefkol 1,0 G Injection",S4,Inj,3,Generic,10,,99.62,2013-03-11
Brimpharm Sa (Pty) Ltd,163.0,37/20.1.1/0136,718070001,"Zefkol 0,5 G Injection",S4,Inj,2,Generic,10,,89.85,2013-03-11
Brimpharm Sa (Pty) Ltd,163.0,44/21.12/0261,717971001,Trozolt,S4,Tab,30,Generic,1,,964.52,2013-05-08
Brimpharm Sa (Pty) Ltd,163.0,43/20.1.1/0221,717181001,Zeemide 500 Mg,S4,Tab,3,Generic,1,,91.14,2013-03-11
Litha Pharma (Pty) Ltd,1088.0,a38/7.1/0356,704621001,Amlosyn 10 Mg,S3,Tab,30,Generic,1,,159.65,2013-03-11
Litha Pharma (Pty) Ltd,1088.0,a38/7.1/0355,704620001,"Amlosyn 5,0 Mg",S3,Tab,30,Generic,1,,113.72,2013-03-11
Bodene (Pty) Ltd,181.0,28/34/0137,867438012,Intrapour Sterile Water For Irrigation,S1,Sol,1000,Generic,6,,60.25,2013-08-20
Bodene (Pty) Ltd,181.0,v/24/221,782211003,Calcium Chloride-Fresenius 10%,S3,Inj,10,Generic,10,,129,2013-04-15
Bodene (Pty) Ltd,181.0,l/24/89,756377005,Potassium Chloride Fresenius 15%,S3,Inj,10,Generic,10,,91.45,2013-04-15
Bodene (Pty) Ltd,181.0,h2764 (act 101/1965),744212006,Mitomycin-C,S4,Inj,1,Originator,1,,161.5,2013-04-15
Bodene (Pty) Ltd,181.0,c/26/0163,736031006,Laspar,S4,Inj,1,Originator,1,,1052.79,2013-04-15
Bodene (Pty) Ltd,181.0,42/20.1.1/0986,718560001,Fksa Cefuroxime 1 500 Mg,S4,Poi,15,Generic,10,,340.01,2013-10-04
Bodene (Pty) Ltd,181.0,42/20.1.1/0737,718555001,Fksa Cefuroxime 750 Mg,S4,Poi,6,Generic,10,,170,2013-10-04
Bodene (Pty) Ltd,181.0,e 1581(act 101),711748004,Calcium Gluconate Fresenius,S3,Inj,10,Generic,10,,114.43,2013-04-15
Biotech Laboratories (Pty) Ltd,237.0,31/11.4.3/0679,886978009,Bio-Cimetidine 200,S3,Tab,150,Generic,1,,50.13,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,31/11.4.3/0679,886978002,Bio-Cimetidine 200,S3,Tab,60,Generic,1,,20.04,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,w/2.10/0433,865567018,Bio-Baclofen,S4,Tab,30,Generic,1,,161.86,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,31/20.1.2/0683,865540004,Bio-Amoksiklav S,S4,Sus,100,Generic,1,,32.22,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,31/7.1/0658,852333005,Bio-Captopril 25Mg,S3,Tab,60,Generic,1,,16.67,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,29/14.2/0338,836664027,Silbecor,S4,Cre,250,Generic,1,,185.89,2013-06-26
Biotech Laboratories (Pty) Ltd,237.0,29/14.2/0338,836664019,Silbecor,S2,Cre,50,Generic,1,,37.17,2013-06-26
Biotech Laboratories (Pty) Ltd,237.0,36/21.5.1/0193,827088019,Beceze 100 Cfc Free,S3,Inh,200,Generic,1,,112,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,36/21.5.1/0192,827061005,Beceze 50 Cfc Free,S3,Inh,200,Generic,1,,58.5,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,v/21.2/0345,827053003,Bio-Glibenclamide 5,S3,Tab,100,Generic,1,,21.66,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,v/21.2/0345,827053002,Bio-Glibenclamide 5,S3,Tab,500,Generic,1,,108.28,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,w/5.2/0440,826901034,Bio-Atenolol 100,S3,Tab,30,Generic,1,,27.1,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,w/5.2/0439,826898025,Bio-Atenolol 50,S3,Tab,30,Generic,1,,15.59,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,x/7.1/102,826863019,Bio-Nifedipine 5,S3,Cap,100,Generic,1,,43.48,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,h/18/1728,758647034,Pyridium,S2,Tab,20,Originator,1,,48.29,2013-06-26
Biotech Laboratories (Pty) Ltd,237.0,a/20.1.2/0442,748196006,Bio-Cillin,S4,Inj,10,Generic,10,,150.76,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,31/20.2.8/0430,719670001,Acyclovir Biotech 200 Mg,S4,Tab,100,Generic,1,,162.61,2013-12-03
Biotech Laboratories (Pty) Ltd,237.0,31/11.4.3/0673,719669001,Ranitidine Biotech 150,S3,Tab,60,Generic,1,,45.99,2013-11-29
Biotech Laboratories (Pty) Ltd,237.0,45/10.2.2/0477,719640001,Montelukast Biotech 10,S3,Tab,28,Generic,1,,171,2013-11-29
Biotech Laboratories (Pty) Ltd,237.0,45/10.2.2/0476,719639001,Montelukast Chew Biotech 5,S3,Chu,28,Generic,1,,171,2013-11-29
Biotech Laboratories (Pty) Ltd,237.0,45/10.2.2/0475,719638001,Montelukast Chew Biotech 4,S3,Chu,28,Generic,1,,171,2013-11-29
Biotech Laboratories (Pty) Ltd,237.0,42/20.2/0567,718918001,Bio-Metronidazole Iv,S4,Inf,100,Generic,1,,9.6,2013-08-30
Biotech Laboratories (Pty) Ltd,237.0,31/11.4.3/0674,718482001,Ranitidine Biotech 300,S3,Tab,30,Generic,1,,47,2013-04-15
Biotech Laboratories (Pty) Ltd,237.0,30/3.1/0160,718480001,Diclofenac 100Sr Biotech,S3,Tab,30,Generic,1,,90,2013-04-15
Biotech Laboratories (Pty) Ltd,237.0,30/3.1/0166,718479001,Diclofenac 25 Biotech,S3,Tab,500,Generic,1,,60,2013-04-15
Biotech Laboratories (Pty) Ltd,237.0,42/2.2/0537,718473001,Bio Zopiclone 7.5,S5,Tab,30,Generic,1,,35.2,2013-04-15
Biotech Laboratories (Pty) Ltd,237.0,43/7.1/0559,718085001,Bio Nifedipine Xl 60,S3,Tab,30,Generic,1,,204.06,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,43/7.1/0558,718083001,Bio Nifedipine Xl 30,S3,Tab,30,Generic,1,,138.55,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,v/5.7.2/352,717891001,Bio Metoclopramide,S4,Tab,500,Generic,1,,42.5,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,w/3.1/0436,715831002,Bio-Naproxen 250 Mg,S3,Tab,250,Generic,1,,135.07,2013-11-21
Biotech Laboratories (Pty) Ltd,237.0,42/5.7.2/0836,715830002,Bio Domperidone 10,S2,Tab,100,Generic,1,,372.82,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,42/5.7.2/0836,715830001,Bio Domperidone 10,S2,Tab,10,Generic,1,,37.28,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,42/20.2.2/0683,714024001,Bio Fluconazole Iv,S4,Inf,100,Generic,1,,48.22,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,a40/20.1.1/0370,713794001,Biotech Ciprofloxacin 750,S4,Tab,10,Generic,1,,83.96,2013-06-26
Biotech Laboratories (Pty) Ltd,237.0,a40/20.1.1/0369,713793001,Biotech Ciprofloxacin 500,S4,Tab,10,Generic,1,,16.6,2013-06-26
Biotech Laboratories (Pty) Ltd,237.0,a40/20.1.1/0368,713792001,Biotech Ciprofloxacin 250,S4,Tab,10,Generic,1,,10.53,2013-06-26
Biotech Laboratories (Pty) Ltd,237.0,a38/20.1.1/0725,707256002,Klarizon 500,S4,Tab,14,Generic,1,,110.25,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,a38/20.1.1/0725,707256001,Klarizon 500,S4,Tab,10,Generic,1,,80.44,2013-06-26
Biotech Laboratories (Pty) Ltd,237.0,a38/20.1.1/0724,707255001,Klarizon 250,S4,Tab,10,Generic,1,,70.83,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,v20.2.6/371,707242004,Bio-Metronidazole 400,S4,Tab,500,Generic,1,,80.49,2013-03-13
Biotech Laboratories (Pty) Ltd,237.0,30/2.6.5/0511,705386001,Bio-Sulpiride 200,S5,Tab,50,Generic,1,,280.12,2013-06-26
Biogaran South Africa (Pty) Ltd,550.0,31/21.2/0588,868906018,Diaglucide,S3,Tab,60,Generic,1,,47.88,2013-03-11
Biogaran South Africa (Pty) Ltd,550.0,43/21.2/0960,718247001,Diaglucide Mr 60 Mg,S3,Tab,30,Generic,1,,58.14,2013-02-01
Biogaran South Africa (Pty) Ltd,550.0,38/7.1.3/0121,717784001,Perindopril Unicorn 8,S3,Tab,30,Generic,1,,115.79,2013-06-26
Biogaran South Africa (Pty) Ltd,550.0,37/7.1.3/0021,717783001,Perindopril Unicorn 4,S3,Tab,30,Generic,1,,76.59,2013-06-26
Biogaran South Africa (Pty) Ltd,550.0,38/21.2/0223,714582001,Diaglucide Mr 30Mg,S3,Tab,60,Generic,1,,61.51,2013-03-11
Biogaran South Africa (Pty) Ltd,550.0,34/7.1.3/0480,710297001,Vectoryl 4Mg,S3,Tab,30,Generic,1,,76.67,2013-12-17
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,32/21.2/0407,894502007,Diacare,S3,Tab,1000,Generic,1,,243.25,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/5.7.2/0330,894498015,Vomidon,S2,Tab,100,Generic,1,,374.3,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/5.7.2/0330,894498007,Vomidon,S2,Tab,10,Generic,1,,37.42,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,29/11.4.3/0194,854255028,Cimlok,S3,Tab,200,Generic,1,,122.64,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,29/11.4.3/0194,854255001,Cimlok,S3,Tab,60,Generic,1,,36.8,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,29/11.4.3/0193,854247009,Cimlok,S3,Tab,60,Generic,1,,23.55,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/5.8/0249,853003009,Betafed,S2,Syr,100,Generic,1,,18.43,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/12/0527,845701002,Wormstop,S1,Tab,1,Generic,1,,9.59,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/12/0248,845698001,Wormstop,S1,Sus,30,Generic,1,,10.13,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/12/0526,845671006,Wormstop 100,S1,Tab,6,Generic,1,,7.41,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,y/20.2.2/289,831883006,Candaspor Vag,S2,Vcr,50,Generic,1,,25.67,2013-05-10
Ranbaxy Pharmacueticals (Pty) Ltd,259.0,y/20.1.2/129,829358005,Betamox S,S4,Sus,100,Generic,1,,8.98,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,y/20.1.2/297,829307001,Be-Ampouleicil,S4,Sus,100,Generic,1,,9.65,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,e/20.2.3/108,823589005,Be-Tabs Isoniazid,S3,Tab,1000,Generic,1,,98.06,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,s/18.1/31,821845012,Furobe 40 Mg Tablet,S3,Tab,250,Generic,1,,37.76,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,29/20.2.6/0745,821705016,Bemetrazole,S4,Tab,500,Generic,1,,55.29,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,29/5.7.2/0238,820571008,Nauzine S,S2,Syr,50,Generic,1,,12.78,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,e/2.3/107,814946003,Sedabarb,S5,Tab,1000,Generic,1,,78.98,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,e/2.7/105,799629014,Painamol Tablets (Green),S1,Tab,1000,Generic,1,,105.59,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,27/3.1/0187,799432008,Pyrocaps,S3,Cap,30,Generic,1,,23.49,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,27/5.7.2/0535,799424005,Nauzine,S2,Tab,20,Generic,1,,13.06,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,z/20.1.1/322,793329019,Betamycin,S4,Sus,100,Generic,1,,14.97,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,x/20.2.6/84,788708023,Bemetrazole,S4,Tab,500,Generic,1,,77.07,2013-07-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,y/20.2.2/290,788554018,Candaspor,S2,Cre,20,Generic,1,,8.67,2013-03-19
Ranbaxy Pharmacueticals (Pty) Ltd,259.0,y/20.1.2/128,788546023,Betamox 500,S4,Cap,500,Generic,1,,295.47,2013-03-19
Ranbaxy Pharmacueticals (Pty) Ltd,259.0,y/20.1.2/127,788155024,Betamox 250,S4,Cap,500,Generic,1,,148.49,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,x/3.1/347,787833010,Betacin,S3,Cap,500,Generic,1,,55.94,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,x/3.1/366,787426016,Betaprofen,S3,Tab,1000,Generic,1,,103.96,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,x/20.1.2/98,783188021,Be-Ampouleicil,S4,Cap,1000,Generic,1,,317.19,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,l/20.1.1/184,780081013,Betapen,S4,Tab,1000,Generic,1,,226.5,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,l/20.1.1/184,780081005,Betapen,S4,Tab,100,Generic,1,,22.65,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,g/5.7/22,757373038,Prohist,S2,Syr,2500,Generic,1,,186.26,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,g/5.7/22,757373011,Prohist,S2,Syr,100,Generic,1,,7.44,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,e/2.7/106,752118013,Painamol,S1,Syr,2500,Generic,1,,81.61,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,41/7.1.3/0118,716794001,Lysin 20,S3,Tab,30,Generic,1,,65.65,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,41/7.1.3/0116,716792001,Lysin 5,S3,Tab,30,Generic,1,,37.27,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,41/7.5/0393,714706001,Choleste 40,S4,Tab,30,Generic,1,,32.19,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,41/7.5/0392,714705001,Choleste 20,S4,Tab,30,Generic,1,,32.19,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,41/21.2/0072,714526001,Gluconorm 850,S3,Tab,60,Generic,1,,40.15,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,41/21.2/0071,714525001,Gluconorm 500,S3,Tab,100,Generic,1,,35.34,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,41/20.1.1/0139,710531001,Betaroxime T 500,S4,Tab,10,Generic,1,,172.9,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a40/1.2/0367,710529001,Beron,S5,Tab,30,Generic,1,,299.11,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a40/1.2/0366,710528001,Beron,S5,Tab,30,Generic,1,,196.38,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,s/10.2.2/146,708151019,Betaphlem Syrup,S2,Syr,200,Generic,1,,19.38,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,l/2.6/185,708062024,Betapam,S5,Tab,1000,Generic,1,,82.75,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a39/11.4.3/0322,705361001,Ranit,S3,Tab,60,Generic,1,,54.53,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a39/11.4.3/0323,705360001,Ranit,S3,Tab,30,Generic,1,,36.89,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a38/5.7.1/0621,705359002,Lorfast,S2,Tab,30,Generic,1,,38.43,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a38/5.7.1/0621,705359001,Lorfast,S2,Tab,10,Generic,1,,12.81,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a38/20.1.1/0550,705356001,Triaxiphin,S4,Inj,1,Generic,1,,30.91,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,a38/20.1.1/0552,705355001,Triaxiphin,S4,Inj,1,Generic,1,,27.68,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/5.2/0332,704653001,B-Block,S3,Tab,30,Generic,1,,18.73,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,36/11.4.3/0420,704629002,Nozer Capsules,S4,Cap,28,Generic,1,,116.66,2013-03-19
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,36/11.4.3/0420,704629001,Nozer Capsules,S4,Cap,30,Generic,1,,125,2013-03-19
Ranbaxy Pharmacueticals (Pty) Ltd,259.0,36/5.7.1/0166,703162002,Rhineton,S2,Tab,1000,Generic,1,,148.5,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,32/20.1.1/0377,702524001,Floxin,S4,Tab,6,Generic,1,,19.53,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,36/3.1/0042,701975001,Betaprofen 400 Fc,S3,Tab,1000,Generic,1,,188.78,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,34/13.4/0471,701102004,Mepyraderm,S2,Cre,25,Generic,1,,12.42,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/20.1.7/0288,701100002,Candacide Oral Suspension,S2,Sus,30,Generic,1,,40.05,2013-05-10
Be Tabs Pharmaceuticals (Pty) Ltd,259.0,31/20.1.7/0288,701100001,Candacide Oral Suspension,S2,Sus,20,Generic,1,,26.7,2013-05-10
Bayer (Pty) Ltd,620.0,29/21.8.2/0685,897311004,Minerva-35,S4,Tab,28,Originator,1,,100.53,2013-04-29
Bayer (Pty) Ltd,620.0,34/20.1.1/0008,881988014,Avelon Tabs 10S,S4,Tab,10,Originator,1,,416.23,2013-03-20
Bayer (Pty) Ltd,620.0,34/20.1.1/0008,881988006,Avelon Tabs 5S,S4,Tab,5,Originator,1,,208.11,2013-03-20
Bayer (Pty) Ltd,620.0,31/2.7/0145,864692015,Aleve,S2,Tab,24,Originator,1,,44.5,2013-09-30
Bayer (Pty) Ltd,620.0,31/2.7/0145,864692013,Aleve,S2,Cap,20,Originator,1,,37.08,2013-04-29
Bayer (Pty) Ltd,620.0,31/2.7/0145,864692005,Aleve,S2,Cap,10,Originator,1,,18.54,2013-03-20
Bayer (Pty) Ltd,620.0,32/34/0332,852252005,Mirena,S4,Ius,1,Originator,1,,2148.36,2013-04-29
Bayer (Pty) Ltd,620.0,29/21.12/0515,836281004,Androcur,S4,Tab,60,Originator,1,,2853.12,2013-03-20
Bayer (Pty) Ltd,620.0,r/13.9.2/204,835862003,Mycospor Solution 15Ml,S2,Sol,15,Originator,1,,88.5,2013-03-20
Bayer (Pty) Ltd,620.0,k/20.2.2/187,831905026,Canesten Vaginal Cream,S1,Vcr,50,Originator,1,,175.71,2013-03-20
Bayer (Pty) Ltd,620.0,u/20.2.2/205,831891009,Canesten 1Vc Vaginal Cream,S1,Vcr,5,Originator,1,,121.77,2013-04-29
Bayer (Pty) Ltd,620.0,31/20.1.1/0111,829498001,Ciprobay Suspension,S4,Sus,100,Originator,1,,197.16,2013-03-20
Bayer (Pty) Ltd,620.0,30/20.2.2/0111,825042003,Canesten Duopak,S1,Vcp,1,Originator,1,,111.67,2013-04-29
Bayer (Pty) Ltd,620.0,29/21.8.1/0611,824658019,Climara 100,S4,Ptd,4,Originator,1,,140.97,2013-03-20
Bayer (Pty) Ltd,620.0,29/21.8.1/0610,824631005,Climara 50,S4,Ptd,4,Originator,1,,132.57,2013-04-29
Bayer (Pty) Ltd,620.0,y/21.8.2/275,818550007,Climen,S4,Sct,28,Originator,1,,165.37,2013-03-20
Bayer (Pty) Ltd,620.0,27/7.1.4/0294,796891001,Adalat Retard 10Mg,S3,Tab,60,Originator,1,,298.02,2013-03-20
Bayer (Pty) Ltd,620.0,w/13.12/228,794171001,Skinoren Acne Cream,S1,Cro,30,Originator,1,,148.86,2013-03-20
Bayer (Pty) Ltd,620.0,t/7.1/230,793361001,Nimotop Iv 50Ml,S3,Inj,50,Originator,1,,323.58,2013-03-20
Bayer (Pty) Ltd,620.0,t/7.1/229,793353009,Nimotop Tabs 30Mg 100S,S3,Tab,100,Originator,1,,817.37,2013-03-20
Bayer (Pty) Ltd,620.0,y/7.1/315,793132010,Adalat Xl Tabs 60Mg 28S,S3,Tab,28,Originator,1,,324.83,2013-03-20
Bayer (Pty) Ltd,620.0,y/7.1/314,793124026,Adalat Xl Tabs 30Mg 28S,S3,Tab,28,Originator,1,,234.58,2013-03-20
Bayer (Pty) Ltd,620.0,x/13.4.1/386,793116031,Advantan Fatty Ointment,S4,Oin,20,Originator,1,,138.3,2013-03-20
Bayer (Pty) Ltd,620.0,x/13.4.1/386,793116023,Advantan Fatty Ointment,S4,Oin,50,Originator,1,,345.75,2013-03-20
Bayer (Pty) Ltd,620.0,x/13.4.1/384,793108039,Advantan Cream,S4,Cro,20,Originator,1,,138.3,2013-03-20
Bayer (Pty) Ltd,620.0,x/13.4.1/384,793108020,Advantan Cream,S4,Cro,50,Originator,1,,345.75,2013-03-20
Bayer (Pty) Ltd,620.0,x/13.4.1/385,793086043,Advantan Ointment,S4,Oin,20,Originator,1,,138.3,2013-03-20
Bayer (Pty) Ltd,620.0,x/13.4.1/385,793086035,Advantan Ointment,S4,Oin,50,Originator,1,,345.75,2013-03-20
Bayer (Pty) Ltd,620.0,r/21.12/159,791970019,Androcur,S4,Tab,15,Originator,1,,294.9,2013-03-20
Bayer (Pty) Ltd,620.0,u/20.1.1/127,786403004,Ciprobay Tabs 500Mg 10S,S4,Tab,10,Originator,1,,144.38,2013-03-20
Bayer (Pty) Ltd,620.0,u/20.1.1/128,784362009,Ciprobay Tabs 750Mg 10S,S4,Tab,10,Originator,1,,399.49,2013-03-20
Bayer (Pty) Ltd,620.0,u/20.1.1/126,784354006,Ciprobay Tabs 250Mg 10S,S4,Tab,10,Originator,1,,106.7,2013-03-20
Bayer (Pty) Ltd,620.0,s/7.1/393,783889003,Adalat Retard 20Mg,S3,Tab,60,Originator,1,,551.89,2013-03-20
Bayer (Pty) Ltd,620.0,gx/20.2.6/207,767921003,Suramin,S4,Tab,5,Originator,1,,591.77,2013-03-20
Bayer (Pty) Ltd,620.0,b/21.7/137,757950027,Proviron,S5,Tab,100,Originator,1,,967.54,2013-03-20
Bayer (Pty) Ltd,620.0,b/21.7/137,757950019,Proviron,S5,Tab,20,Originator,1,,193.54,2013-03-20
Bayer (Pty) Ltd,620.0,g.2981,757349005,Progynova,S4,Sct,21,Originator,1,,120.24,2013-03-20
Bayer (Pty) Ltd,620.0,b/21.8.1/16,757330002,Progynova,S4,Sct,21,Originator,1,,88.13,2013-03-20
Bayer (Pty) Ltd,620.0,g/21.8.2/3124,757012019,Primolut N,S4,Tab,30,Originator,1,,206.7,2013-03-20
Bayer (Pty) Ltd,620.0,d/21.6/202,756954002,Primobolan S,S5,Tab,50,Originator,1,,1497.68,2013-03-20
Bayer (Pty) Ltd,620.0,j/21.8.2/136,748552006,Nur-Isterate,S4,Amp,1,Originator,1,,57.72,2013-03-20
Bayer (Pty) Ltd,620.0,r/13.9.2/203,745251005,Mycospor Cream 15G,S2,Cro,15,Originator,1,,91.19,2013-03-20
Bayer (Pty) Ltd,620.0,44/7.1/0342,719450001,Gitsalat 60,S3,Tab,28,Originator,1,,200,2013-12-06
Bayer (Pty) Ltd,620.0,44/7.1/0341,719449001,Gitsalat 30,S3,Tab,28,Originator,1,,140,2013-12-06
Bayer (Pty) Ltd,620.0,33/28/0082,718852001,Ultravist 300 200Ml,S4,Liq,200,Originator,10,,7867.28,2013-09-30
Bayer (Pty) Ltd,620.0,a39/20.2.2/0589,718559001,Canesten 3Vc,S1,Vcr,20,Originator,1,,132.85,2013-06-13
Bayer (Pty) Ltd,620.0,44/21.8.2/0159,718451001,Visanne,S3,Tab,28,Originator,1,,250.8,2013-04-15
