Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,Product MCC Registration No,Nappi Code,ATC 4 ,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
474,Key Oncologics (Pty) Ltd,36/20.2.2/0453,700235001,J02AA,S4,AmBisome,Liposomal amphotericin B,50,mg,INJ,1,,"1,689.23",18.14,239.03,"1,946.40","1,946.40",15 January 2010,,,
474,Key Oncologics (Pty) Ltd,41/26/0413,716039001,L01CA,S4,"Vinorelbin ""Ebewe"" 10mg",Vinorelbine,10,mg/ml,Inf,1,,222.20,16.30,33.39,271.89,271.89,26 April 2012,,,
474,Key Oncologics (Pty) Ltd,41/26/0414,716040001,L01CA,S4,"Vinorelbin ""Ebewe"" 50mg",Vinorelbine,50,mg/5ml,Inf,1,,"1,111.11",81.50,166.97,"1,359.58",271.91,26 April 2012,,,
474,Key Oncologics (Pty) Ltd,A39/26/648,716857001,L02AE,S4,Eligard 7.5mg,Leuprolide ,8,mg,INJ,1,,906.31,84.19,138.67,"1,129.17","1,129.17",30 April 2012,,,
474,Key Oncologics (Pty) Ltd,A39/26/649,716858001,L02AE,S4,Eligard 22.5mg,Leuprolide ,23,mg,INJ,1,,"2,267.37",210.63,346.92,"2,824.92","2,824.92",30 April 2012,,,
474,Key Oncologics (Pty) Ltd,A39/26/651,716859001,L02AE,S4,Eligard 45mg,Leuprolide ,45,mg,INJ,1,,"3,660.00",340.00,560.00,"4,560.00","4,560.00",30 April 2012,,,
474,Key Oncologics (Pty) Ltd,36/26/0024,703386001,L01C,S4,Biolyse Paclitaxel for Inj 5ml,Paclitaxel,30,mg,INJ,1,,508.75,41.25,77.00,627.00,627.00,07 June 2009,,,
474,Key Oncologics (Pty) Ltd,28/24/0258,709228001,L04AX,S 6,Thalidomide Celgene 50mg,Thalidomide,50,mg,CAP,28,,"2,168.15",114.11,319.52,"2,601.78",92.92,19 November 2010,,,
474,Key Oncologics (Pty) Ltd,A39/8.5/0374,710080001,,S4,Thromboreductin,Anagrelide,1,mg,CAP,100,,"3,438.76",219.49,512.16,"4,170.41",41.70,01 April 2009,,,
474,Key Oncologics (Pty) Ltd,38/26/0057,710351001,,S4,Litak-10,Cladribine,10,mg,INJ,1,,"3,300.00",194.00,489.16,"3,983.16","3,983.16",02 April 2009,,,
474,Key Oncologics (Pty) Ltd,A40/26/0521,712413001,L01BC,S4,Vidaza,Azacitadine,100,mg,INJ,1,,"3,590.51",219.49,533.40,"4,343.40","4,343.40",03 May 2009,,,
474,Key Oncologics (Pty) Ltd,A40/26/0352,713679001,L01DB,S4,"Doxorubicin ""Ebewe"" 10mg   (5ml vial)",Doxorubicin,10,mg/5ml,SOL,1,,55.83,6.20,8.68,70.71,14.14,29 November 2009,,,
474,Key Oncologics (Pty) Ltd,A40/26/0353,713680001,L01DB,S4,"Doxorubicin ""Ebewe"" 50mg  (25ml vial)",Doxorubicin,50,mg/5ml,SOL,1,,279.15,31.00,43.42,353.57,14.14,29 November 2009,,,
474,Key Oncologics (Pty) Ltd,33/8.2/0404,866997008,B01AE,S4,Refludin,Lepirudin,50,miu,INJ,10,,"11,058.00",342.00,"1,596.00","12,996.00","1,299.60",22 January 2010,Discontinued,,
520,LeBasi Pharmaceuticals cc,35/10.2/0142,700920001,R03CC,S2,Vari-Salbutamol 2mg/5ml syrup,Salbutamol,2,mg/5ml,SYR,100,,7.91,0.88,1.23,10.02,0.10,05 August 2011,,,
520,LeBasi Pharmaceuticals cc,34/13.4.1/0430,701138003,A07EA,S4,Vari-Betamethasone Cream,Betamethasone Valerate equivalent to Betamethasone ,0,mg/g,CRE,15,,5.97,0.66,0.93,7.56,0.50,05 August 2011,,,
520,LeBasi Pharmaceuticals CC,32/24/0537,715746001,B05CB,S1,Euromed Sodium chloride 0.9% Irrigation Solution ,Sodium Chloride,900,mg/100 ml,SOL,1,,6.87,0.86,1.08,8.81,0.01,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,32/24/0537,715746002,B05CB,S1,Euromed Sodium chloride 0.9% Irrigation Solution ,Sodium Chloride,900,mg/100 ml,SOL,12,,82.82,10.41,13.05,106.28,0.01,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,33/34/0540,715772001,V07AB,S3,Euromed Sterile Water for Injection,Water for injection,1000,ml,SOL,1,,6.81,0.84,1.07,8.72,0.01,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,34/24/0371,715292001,B05XA,S3,Euromed Lactated Ringer's Solution ,Sodium Chloride  ,600,mg/100 ml,SOL,1,,9.58,1.43,1.54,12.55,0.01,09 May 2012,,,
,,,,,,,Sodium Lactated Anhydrous,310,mg/100 ml,,,,,,,,,,,,
,,,,,,,Potassium Chloride,30,mg/100 ml,,,,,,,,,,,,
,,,,,,,Calcium Chloride Dihydrate,20,mg/100 ml,,,,,,,,,,,,
520,LeBasi Pharmaceuticals CC,34/24/0371,715292002,B05XA,S3,Euromed Lactated Ringer's Solution ,Sodium Chloride  ,600,mg/100 ml,SOL,12,,115.07,17.27,18.53,150.87,0.01,09 May 2012,,,
,,,,,,,Sodium Lactated Anhydrous,310,mg/100 ml,,,,,,,,,,,,
,,,,,,,Potassium Chloride,30,mg/100 ml,,,,,,,,,,,,
,,,,,,,Calcium Chloride Dihydrate,20,mg/100 ml,,,,,,,,,,,,
520,LeBasi Pharmaceuticals CC,34/24/0539,715293001,B05XA,S3,Euromed 0.9% Sodium Chloride,Sodium Chloride  ,900,mg/100 ml,SOL,1,,8.94,1.34,1.44,11.72,0.01,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,34/24/0539,715293002,B05XA,S3,Euromed 0.9% Sodium Chloride,Sodium Chloride  ,900,mg/100 ml,SOL,12,,107.56,16.17,17.32,141.05,0.01,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,33/24/0533,715294002,B05BA,S3,Euromed 5% Dextrose in water (1000ml),Dextrose Monohydrate,5,g/100 ml,SOL,12,,171.47,25.73,27.61,224.81,0.02,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,37/2.8/0261,713688001,N02BE,S1,Vari-Cocodamol,Paracetamol ,500,mg,TAB,1000,,168.53,18.73,26.22,213.47,0.21,09 May 2012,,,
,,,,,,,Codeine Phosphate,8,mg,,,,,,,,,,,,
520,LeBasi Pharmaceuticals CC,36/18.6/0130,703089001,G01AF,S2,Vari-Econazole Nitrate 1 % m/m vaginal cream,Econazole Nitrate ,10,mg/g,CRE,80,,135.02,15.00,21.00,171.02,2.14,09 May 2012,,,
520,LeBasi Pharmaceuticals cc,35/13.4.1/0384,700445001,D07XZ,S2,VARI-HYDROCORTISONE 1% CREAM,Hydrocortistone,10,mg/g,CRE,15,,6.76,0.75,1.05,8.56,0.57,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,35/13.4.1/0384,700445002,D07XZ,S2,VARI-HYDROCORTISONE 1% CREAM,Hydrocortistone,10,mg/g,CRE,20,,9.01,1.00,1.40,11.41,0.57,09 May 2012,,,
520,Lebasi Pharmaceuticals CC,33/2.7/0435,701140004,NO2BE,S1,Varipan,Paracetamol 500mg,500,mg,TAB,1000,,42.17,4.69,6.56,53.42,0.05,09 May 2012,,,
520,Lebasi Pharmaceuticals CC,A39/20.2.8/0110,709880001,J05AF,S4,Vari-Stavudine 30 mg,Stavudine,30,mg,CAP,60,,33.28,3.70,5.18,42.15,0.70,09 May 2012,,,
520,Lebasi Pharmaceuticals cc,35/13.4.1/0392,709886001,D01AC,S4,Elozart ,Hydrocotisone,10,mg/g,CRE,15,,27.44,3.05,4.27,34.76,2.32,09 May 2012,,,
,,,,,,,Miconazole Nitrate,20,mg/g,,,,,,,,,,,,
520,Lebasi Pharmaceuticals CC,42/32/0055,713834001,V04CX,S4,Helicap,Urea,1,µg,CAP,10,,"1,023.00",77.00,154.00,"1,254.00",125.40,09 May 2012,,,
520,Lebasi Pharmaceuticals CC,38/20.2.8/0151,714827001,J05AR,S4,Colamziv ,Lamivudine,150,mg,TAB,60,,261.90,29.10,40.74,331.74,5.53,09 May 2012,,,
520,Lebasi Pharmaceuticals CC,41/20.2.8/0296,714829001,J05AF,S4,Vari-Zidovudine 300 mg,Zidovudine,300,mg,TAB,60,,210.70,23.41,32.77,266.88,4.45,09 May 2012,,,
520,Lebasi Pharmaceuticals CC,A39/20.2.8/0610,714830001,J05AF,S4,Vari-Lamivudine 150 mg,Lamivudine,150,mg,TAB,60,,78.23,8.69,12.17,99.09,1.65,09 May 2012,,,
520,Lebasi Pharmaceuticals CC,39/20.2.8/0112,714831001,J05AG,S4,Vari-Nevirapine 200 mg,Nevirapine,200,mg,TAB,60,,152.69,16.97,23.75,193.40,3.22,09 May 2012,,,
5208,Lebasi Pharmaceuticals cc,33/24/0533,715294001,B05BA,S1,EUROMED 5% DEXTROSE IN WATER (1000ml),Dextrose Monohydrate,50,g/100ml,SOL,1,,14.27,2.14,2.30,18.71,0.02,09 May 2012,,,
520,LeBasi Pharmaceuticals CC,35/13.4.1/0392,715635001,D01AC20,S4,Elozart,Miconazole Nitrate,20,mg,CRE,20,,36.58,4.06,5.69,46.34,2.32,09 May 2012,,,
,,,,,,,Hydrocortisone,10,mg,,,,,,,,,,,,
612,Litha Vaccines,32/30.1/0745,702161004,J07AD,S2,BCG Culture SSI,Mycobacterium Bovis,30,mg ,VAC,1,,"1,066.02",145.37,169.59,"1,380.98","1,380.98",16 April 2012,,,
612,Litha Vaccines,27/30.1/0584,812307011,J07BB,S2,Agrippal S-1,A/Moscow/10/99(H3N2)-like strain,15,µg,VAC,10,,431.30,58.81,68.62,558.74,55.87,16 April 2012,,,
612,Litha Vaccines,27/30.1/0583,812331028,J07BF,S2,Polioral,Live Attenuated Polio Virus Type1,1000000,TCID50/2 drops,VAC,10,,233.74,31.87,37.19,302.80,30.28,29 October 2010,,,
612,Litha Vaccines,28/30.3/0356,872938026,V04CF,S2,Tuberculin PPD RT/23 2TU/0.1ml,Tuberculin,0,µg/ml,SOL,10,,825.19,112.53,131.28,"1,069.00",106.90,16 April 2012,,,
209,The Biovac Institute,29/30.2/0643,872962016,J07AD,S2,BCG Vaccine SSI,Mycobacterium Bovis,1,mg/ml,VAC,10,,275.47,37.56,43.83,356.86,35.69,16 April 2012,,,
612,Litha Vaccines,33/30.1/0251,879460008,J06BB,S2,Rabipor,Rabies Virus,3,I.U/ml,VAC,1,,220.38,30.05,35.06,285.49,285.49,16 April 2012,,,
948,Loock Pharmaceuticals,29/11.3/0316,853275009,,S6,Reli slim,d-Norpseudoephedrine Hydrochloride,20,mg,TAB,30,,27.95,3.63,4.42,36.00,1.20,22 January 2009,Discontinued,,
948,Loock Pharmaceuticals,29/11.3/0316,853275017,,S6,Reli slim,d-Norpseudoephedrine Hydrochloride,20,mg,TAB,90,,83.84,10.90,13.26,108.00,1.20,22 January 2009,Discontinued,,
876,Dezzo Trading 392 (PTY)Ltd,,709170001,J04AB,S4,Ebsar-2 DS,Rifampicin,300,mg,TAB,56,,33.41,3.71,5.20,42.32,0.76,19 November 2008,,,
,,,,,,,Isoniazid ,150,mg,,,,,,,,,,,,
778,Medicine Developers International CC,A39/20.2.3/0325,709171001,J04AM,S4,Antib-4,Rifampicin,150,mg,TAB,84,,57.42,5.68,8.83,71.94,0.86,20 April 2012,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,
,,,,,,,Pyrazinamide,400,mg,,,,,,,,,,,,
,,,,,,,Ethambutol Hydrochloride,275,mg,,,,,,,,,,,,
778,Medicine Developers International CC,A39/20.2.3/0325,709171002,J04AM,S4,Antib-4,Rifampicin,150,mg,TAB,112,,76.57,7.57,11.78,95.92,0.86,20 April 2012,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,
,,,,,,,Pyrazinamide,400,mg,,,,,,,,,,,,
,,,,,,,Ethambutol Hydrochloride,275,mg,,,,,,,,,,,,
600,Medicine Developers Internationl CC,34/20.1.1/0322,714188001,J01DD,S4,"Triaphin 250 
(VAIL 2ml)",Ceftriaxone,250,mg,INJ,1,,7.27,0.72,1.12,9.11,4.56,11 March 2010,,,
600,MEDICINE DEVELOPERS INTERNATIONAL CC,36/20.1.1/0164,717496001,J01FA,S4,VARIMAX,AZITHROMYCIN,250,mg,CAP,6,,62.79,6.21,9.66,78.66,13.11,27 August 2012,,,
600,Medicine Developers Internationl CC,34/20.1.1/0323,714189001,J01DD,S4,"Triaphin 1000
(VAIL 3.5ml)",Ceftriaxone,1000,mg,INJ,1,,9.00,0.89,1.39,11.28,3.22,11 March 2010,,,
600,Medicine Developers Internationl CC,34/20.1.1/0257,714190001,J01DD,S4,"Taxokef 
(2ml)",Cefotaxime,500,mg,INJ,1,,8.19,0.81,1.26,10.26,5.13,11 March 2010,,,
600,Medicine Developers Internationl CC,34/20.1.1/0258,714191001,J01DD,S4,"Taxokef 
(4ml)",Cefotaxime,1000,mg,INJ,1,,16.38,1.62,2.52,20.52,5.13,11 March 2010,,,
600,Medicine Developers Internationl CC,32/20.1.1/0254,714192001,J01AA,S4,Doxytet,Doxycycline HCL,100,mg,CAP,1000,,281.19,27.81,43.26,352.26,0.35,11 March 2010,,,
600,Medicines Developers International CC,33/20.1.2/004,716611001,J01CE,S4,Athlone Phenoxymethylpenicillin 125/5 ml,Phenoxymethyl penicillin potassium ,125,mg,SUS,100,,5.81,0.58,0.89,7.28,0.07,14 December 2011,,,
778,Medicine Developers International CC,A39/20.2.3/0325,709171003,J04AM,S4,Antib-4,Rifampicin,150,mg,TAB,500,,341.85,33.81,52.59,428.25,0.86,20 April 2012,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,
,,,,,,,Pyrazinamide,400,mg,,,,,,,,,,,,
,,,,,,,Ethambutol Hydrochloride,275,mg,,,,,,,,,,,,
253,MC Pharma (Pty) Ltd,35/15.4/0408,700864001,R01AC,S2,Cromabak 2% Eye Drops,Sodium Cromoglycate,20,mg/ml,OPD,1,,60.32,3.85,8.98,73.15,73.15,13 March 2012,,,
253,MC Pharma (Pty) Ltd,K/20.1.1/157,763357006,J01GB,S4,Septopal Beads & Chains,Gentamicin,5,mg/bead,BDL,10,,"1,917.56",266.54,305.77,"2,489.87",248.99,13 March 2012,,,
253,MC Pharma (Pty) Ltd,K/20.1.1/157,763357014,J01GB,S4,Septopal Beads & Chains,Gentamicin,5,mg/bead,BDL,30,,"3,293.62",457.81,525.20,"4,276.63",142.55,13 March 2012,,,
253,MC Pharma (Pty) Ltd,W/20.1.1/224,783218001,J01GB,S4,Septopal Minichain,Gentamicin,2,mg/bead,BDL,10,,"1,368.58",190.23,218.23,"1,777.04",177.70,13 March 2012,,,
253,MC Pharma (Pty) Ltd,34/14.2/0375,897264002,J01GB,S4,"Garacoll 32,5mg Implant",Gentamycin,33,mg,IMP,1,,482.10,30.77,71.80,584.67,584.67,13 March 2012,,,
253,MC Pharma (Pty) Ltd,34/14.2/0376,897268006,J01GB,S4,Garacoll 130mg Implant,Gentamycin,130,mg,IMP,1,,"1,541.07",98.36,229.52,"1,868.95","1,868.95",13 March 2012,,,
600,Medicine Developers International CC,A38/20.1.1/0555,710309001,J01DD,S4,Kocef-1000,Ceftriaxone,1000,mg,INJ,1,,37.99,6.70,6.26,50.95,50.95,20 April 2012,,,
600,Medicine Developers International CC,Z/20.2/209,715609001,J01EE,S4,Trixazole,Sulfamethoxazole   ,400,mg,TAB,1000,,116.18,11.49,17.87,145.55,0.15,20 April 2012,,,
,,,,,,,Trimethoprim,80,mg,,,,,,,,,,,,
600,Medicine Developers International CC,R/20.2.6/301,715866001,J01XD,S4,ANAEROBYL 400,METRONIDAZOLE ,400,MG,TAB,1000,,111.52,11.03,17.16,139.71,0.14,20 April 2012,,,
600,Medicine Developers International CC,X/3.1/167,788996003,M01AB,S3,Mediflex,Indomethacin,25,mg,CAP,1000,,82.72,8.18,12.73,103.63,0.10,20 April 2012,,,
600,Medicine Developers International CC,36/2.8/0270,814547001,N02BE,S2,Nomopain,Paracetamol,450,mg,TAB,20,,8.58,0.85,1.32,10.75,0.54,20 April 2012,,,
,,,,,,,Doxylamine Succinate,5,mg,,,,,,,,,,,,
600,Medicine Developers International CC,36/2.8/0270,814547028,N02BE,S2,Nomopain,Paracetamol,450,mg,TAB,100,,42.54,4.21,6.55,53.30,0.53,20 April 2012,,,
9999999,Medchem Pharmaceuticals,Z/20.2.6/127,794333001,P01BA,"S1,S4",Plasmoquine  ,Chloroquine,200,mg,CAP,20,,30.09,4.30,4.82,39.21,1.96,01 September 2010,,,
9999999,Medchem Pharmaceuticals,Z/20.2.6/127,794333028,P01BA,"S1,S4",Plasmoquine  ,Chloroquine,200,mg,CAP,100,,150.48,21.49,24.08,196.05,1.96,01 September 2010,,,
9999999,Medchem Pharmaceuticals,Z/20.2.6/127,794333036,P01BA,"S1,S4",Plasmoquine  ,Chloroquine,200,mg,CAP,500,,967.32,107.46,120.38,980.24,1.96,01 September 2010,,,
228,Medi Challenge,T/30.1/700,701610018,V01A0,S4,Albey T (Kit),Bee venom,100,ug/ml,INJ,1,,763.39,99.19,120.76,983.34,983.34,09 May 2012,,,
228,Medi Challenge,A40/21.8.2/0771,717195001,G03D0,S4,UTROGESTAN 200mg,Progesterone,200,mg,CAP,15,,121.09,17.30,19.38,157.77,10.52,31 July 2012,,,
228,Medi Challenge,T/30.1/701,701629002,T02X9,S4,Albey M (Kit),Bee venom,100,ug/ml,INJ,1,,747.40,97.11,118.23,962.74,962.74,20 July 2010,,,
228,Medi Challenge,28/21.8.1/0600,819875007,G03C0,S4,Femigel,Estradiol,80,g,GEL,1,,101.25,14.47,16.20,131.92,131.92,09 May 2012,,,
228,Medi Challenge,29/21.8.2/0215,851957005,G03D0,S4,Utrogestan,Progesterone,100,mg,CAP,30,,121.09,17.30,19.38,157.77,157.77,09 May 2012,,,
228,Medi Challenge,33/21.8.2/0471,880612002,G03AC,S2,Norlevo,Levonorgestrel,1,mg,TAB,2,,32.98,4.95,5.31,43.24,21.62,22 February 2012,,,
228,Medi Challenge,34/21.12/0328,894622005,G03X0,S4,Mifegyne,Mifepristone,200,mg,TAB,3,,"1,048.99",69.94,156.65,"1,275.58","1,275.58",09 May 2012,,,
567,Medpro Pharmaceutica (Pty) Ltd,28/2.7/0582,714707001,N02BE  ,S2,Pyngesic T,Paracetamol,500,mg,TAB,100,,12.40,0.99,1.87,15.27,0.15,26 March 2012,,,
567,Medpro Pharmaceutica (Pty) Ltd,28/2.7/0583,714708001,N02BE ,S2,Pyngesic S,Paracetamol,120,mg/5ml,SYR,100,,10.78,0.86,1.63,13.27,0.13,26 March 2012,,,
567,Medpro Pharmaceutica (PTY) Ltd,X/2.8/298,789992027,N02BE,S5,Pynmed Tablets,Paracetamol ,320,mg,TAB,100,,20.74,1.66,3.14,25.54,0.26,26 March 2012,,,
,,,,,,,Codeine Phosphate,8,mg,,,,,,,,,,,,
,,,,,,,Caffeine Anhydrous,32,mg,,,,,,,,,,,,
,,,,,,,Meprobamate,150,mg,,,,,,,,,,,,
567,Medpro Pharmaceutica (PTY) Ltd,28/20.1.2/0239,808741012,J01CA,S4,Promoxil 250,Amoxycillin Trihydrate,250,mg,CAP,500,,83.51,6.68,12.63,102.82,0.21,16 September 2011,,,
567,Medpro Pharmaceutica (PTY) Ltd,28/20.1.2/0240,808768026,J01CA,S4,Promoxil 500,Amoxycillin ,500,mg,CAP,100,,38.89,3.11,5.88,47.88,0.48,16 September 2011,,,
567,Medpro Pharmaceutica (Pty) Ltd,28/20.1.2/0269,830488006,J01CA,S4,Promoxil S,Amoxycillin,125,mg/5ml,POW,100,,5.20,0.42,0.79,6.40,0.06,26 March 2012,,,
567,Medpro Pharmaceutica (Pty) Ltd,28/20.1.2/0270,830496009,J01CA,S4,Promoxil SF,Amoxycillin,250,mg/5ml,SUS,100,,7.09,0.57,1.07,8.73,0.09,26 March 2012,,,
220,Medwich Pharma (Pty) Ltd,41/8.1/0742,714722001,B02AA,S4,Tranexamic Acid Medwich 500,Tranexamic Acid,500,mg,TAB,100,,359.96,40.00,55.99,455.94,4.56,09 June 2010,,,
169,Merck,36/21.2/0411,701109001,A10BA,S3,Glucovance 250mg/1.25mg,Glibenclamide,1,mg,TAB,30,,26.43,2.71,4.08,33.22,1.11,10 April 2012,,,
,,,,,,,Metformin,250,mg,,,,,,,,,,,,
169,Merck (Pty) Ltd,G3244 (Act 101/1965),729159028,A10BA,S3,Glucophage ,Metformin,500,mg,TAB,90,,35.05,3.59,5.41,44.05,0.49,10 April 2012,,,
169,Merck,A39/21.2/0027,710196001,A10BA,S3,Glucophage XR,Metformin,500,mg,TAB,90,,45.56,4.67,7.03,57.26,0.64,10 April 2012,,,
169,Merck,36/21.2/0411,701109002,A10BA,S3,Glucovance 250mg/1.25mg,Glibenclamide,1,mg,TAB,60,,52.89,5.42,8.16,66.47,1.11,10 April 2012,,,
,,,,,,,Metformin,250,mg,,,,,,,,,,,,
169,Merck,36/21.2/0412,701111001,A10BA,S3,Glucovance 500mg/2.5mg,Glibenclamide,3,mg,TAB,30,,52.89,5.42,8.16,66.47,2.22,10 April 2012,,,
,,,,,,,Metformin,500,mg,,,,,,,,,,,,
169,Merck,36/21.2/0412,701111002,A10BA,S3,Glucovance 500mg/2.5mg,Glibenclamide,3,mg,TAB,60,,105.79,10.84,16.33,132.96,2.22,10 April 2012,,,
,,,,,,,Metformin,500,mg,,,,,,,,,,,,
169,Merck,36/21.2/0413,701112001,A10BA,S3,Glucovance 500mg/5mg,Glibenclamide,5,mg,TAB,30,,52.89,5.42,8.16,66.47,2.22,10 April 2012,,,
,,,,,,,Metformin,500,mg,,,,,,,,,13 March 2009,,,
169,Merck,36/21.2/0413,701112002,A10BA,S1,Glucovance 500mg/5mg,Glibenclamide,5,mg,TAB,60,,105.79,10.84,16.33,132.96,2.22,10 April 2012,,,
,,,,,,,Metformin,500,mg,,,,,,,,,13 March 2009,,,
169,Merck,37/21.2/0272,703909001,A10BA,S3,Glucophage ,Metformin,1000,mg,TAB,60,,46.21,4.74,7.13,58.08,0.97,10 April 2012,,,
169,Merck,37/21.2/0272,703909002,A10BA,S3,Glucophage ,Metformin,1000,mg,TAB,300,,231.06,23.68,35.66,290.40,0.97,10 April 2012,,,
169,Merck,36/6.1/0457,704439001,C07AB,S3,Cardicor ,Bisoprolol,3,mg,TAB,30,,66.50,6.82,10.26,83.58,2.79,10 April 2012,,,
169,Merck,36/6.1/0458,704440001,C07AB,S3,Cardicor ,Bisoprolol,5,mg,TAB,30,,70.00,7.17,10.80,87.97,2.93,10 April 2012,,,
169,Merck,36/6.1/0459,704441001,C07AB,S4,Cardicor ,Bisoprolol,10,mg,TAB,30,,110.68,11.35,17.08,139.11,4.64,10 April 2012,,,
169,Merck,A38/21.8.2/0615,705334001,G03DA,S4,Crinone,Progesterone Gel,0,,VAG,15,,428.33,24.84,63.44,516.62,34.44,04 June 2010, ,,
169,Merck,38/5.1/0278,707128001,C01CA,S4,Epipen Junior,Epinephrine,0,mg/0.3ml,INJ,1,,561.47,57.55,86.66,705.68,705.68,10 April 2012,,,
169,Merck,A39/21.10/0631,707508001,C03GA,S4,Gonal-f PEN 300 I.U./0.5 ml (22µg/0.5 ml),Follitropin Alfa,300,IU,INJ,1,,728.93,42.28,107.97,879.18,"1,758.36",10 April 2012,,,
169,Merck,A39/21.10/0632,707509001,C03GA,S4,Gonal-f PEN 450 I.U./0.75 ml (33µg/0.75 ml),Follitropin Alfa,450,IU,INJ,1,,"1,093.39",63.42,161.95,"1,318.76","1,758.35",10 April 2012,,,
169,Merck,A39/21.10/0633,707510001,C03GA,S4,Gonal-f PEN 900 I.U./1.5 ml (66µg/1.5 ml),Follitropin Alfa,900,IU,INJ,2,,"2,186.78",126.83,323.91,"2,637.52","1,758.35",10 April 2012,,,
169,Merck,34/26/0398,707516003,L01BC,S4,UFT,Tegafur,100,mg,CAP,36,,944.14,54.76,139.85,"1,138.75",31.63,10 April 2012,,,
169,Merck,37/21.10/0560,707690001,G03GA,S4,Luveris,Lutropin Alfa,75,IU/vial,POR,1,,174.98,10.15,25.92,211.05,211.05,10 April 2012,,,
169,Merck,37/21.10/0374,708241001,G03GA,S4,Ovidrel,Choriogonadotropin Alfa,250,mcg,INJ,1,,262.49,15.22,38.88,316.59,316.59,10 April 2012,,,
169,Merck,34/16.1/0366,708510001,R01AB,S1,Iliadin 0.01%,Oxymetazoline HCl,0,mg/ml,NOD,5,,23.99,2.46,3.70,30.15,6.03,10 April 2012,,,
169,Merck,A40/30.2/0061,710034001,L01XC,S4,Erbitux 2mg/ml,Cetuximab,2,mg/ml,INJ,50,,"2,364.50",177.34,355.86,"2,897.69","2,897.69",10 April 2012,,,
169,Merck,A39/21.2/0027,710196002,A10BA,S3,Glucophage XR,Metformin ,500,mg,TAB,120,,60.74,6.23,9.38,76.35,0.64,10 April 2012,,,
169,Merck,A93/21.12/0064,710346001,H01CC,S4,Cetrotide 0.25mg,Cetrorelix acetate,0,mg,INJ,1,,293.42,17.02,43.46,353.90,353.90,10 April 2012,,,
169,Merck,A39/21.12/0065,710347001,H01CC,S4,Cetrotide 3mg,Cetrorelix acetate,3,mg,INJ,1,,"1,173.70",68.07,173.85,"1,415.62",471.87,10 April 2012,,,
169,MERCK (PTY) LTD,A39/21.3/0402,713168001,HO3AA,S3,Euthyrox 50 µg,Levothyroxine sodium,50,µg,TAB,100,,52.51,5.38,8.10,66.00,0.66,05 September 2012,,,
169,MERCK (PTY) LTD,A39/21.3/0403,713169001,HO3AA,S3,Euthyrox 100 µg,Levothyroxine sodium,100,µg,TAB,100,,74.79,7.67,11.54,94.00,0.94,05 September 2012,,,
169,MERCK (PTY) LTD,A39/21.3/0401,713172001,HO3AA,S3,Euthyrox 25 µg,Levothyroxine sodium,25,µg,TAB,100,,39.21,4.02,6.05,49.28,0.49,05 September 2012,,,
169,Merck,S/12/154,717169006,P02BA,S4,Cysticide,Praziquantel,500,mg,TAB,100,,"1,546.64",158.53,238.72,"1,943.89",19.44,10 April 2012,,,
169,Merck,N/1.2/205,723002002,N06AA,S5,Emdalen,Lofepramine,70,mg,TAB,30,,181.86,18.64,28.07,228.57,7.62,10 April 2012,,,
169,Merck,N/1.2/205,723002010,N06AA,S5,Emdalen,Lofepramine,70,mg,TAB,100,,606.23,62.14,93.57,761.94,7.62,10 April 2012,,,
169,Merck,B1412 (Act 101/1965),723231001,N06BX,S3,Encephabol,Pyritinol,81,mg,TAB,100,,561.41,57.54,86.65,705.60,7.06,10 April 2012,,,
169,Merck,G3244 (Act 101/1965),729159027,A10BA,S3,Glucophage ,Metformin,500,mg,TAB,500,,194.70,19.96,30.05,244.71,0.49,10 April 2012,,,
169,Merck,F/21.2/145,729167003,A10BA,S3,Glucophage ,Metformin,850,mg,TAB,60,,42.56,4.36,6.57,53.49,0.89,10 April 2012,,,
169,Merck,F/21.2/145,729167011,A10BA,S3,Glucophage ,Metformin,850,mg,TAB,300,,212.84,21.82,32.85,267.51,0.89,10 April 2012,,,
169,Merck,H1400 (Act 101/1965),732257018,R01AA,S1,Iliadin Nose drops 0.05% (10ml),Oxymetazoline HCl,1,mg/ml,NOD,10,,27.89,2.86,4.31,35.06,3.51,10 April 2012,,,
169,Merck,H1597 (Act 101/1965),732265002,R01AA,S1,Iliadin Metered Spray 0.05% ,Oxymetazoline HCl,1,mg/ml,NAS,10,,37.90,3.88,5.85,47.63,4.76,10 April 2012,,,
