Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No ,Applicant Name,Product MCC Registration No ,Nappi Code,ATC 4,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,,Originator or Generic,12 Months Volume of Sales
,,,,,,,Trimethoprim,40,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/20.2/0336,785644008,J01EE,S4,Purbac 5ml,Sulfamethoxazole,400,mg,INJ,10,,261,46,43,350,35,2009/02/02,,,,
,,,,,,,Trimethoprim,80,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,J/20.2/0339,758248008,J01EE,S4,Purbac Adult,Sulfamethoxazole,400,mg,TAB,20,,3,1,1,4,0,2009/02/02,,,,
,,,,,,,Trimethoprim,80,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,J/20.2/0339,758248016,J01EE,S4,Purbac Adult,Sulfamethoxazole,400,mg,TAB,500,,75,13,12,101,0,2009/02/02,,,,
,,,,,,,Trimethoprim,80,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/20.2/0295,758256019,J01EE,S4,Purbac DS,Sulfamethoxazole,800,mg,TAB,10,,6,1,1,8,1,2009/04/06,,,,
,,,,,,,Trimethoprim,160,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/20.2/0295,758256028,J01EE,S4,Purbac DS,Sulfamethoxazole,800,mg,TAB,30,,18,3,3,24,1,2009/04/06,,,,
,,,,,,,Trimethoprim,160,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/20.2/0295,758256027,J01EE,S4,Purbac DS,Sulfamethoxazole,800,mg,TAB,250,,149,26,25,200,1,2009/04/06,,,,
,,,,,,,Trimethoprim,160,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/5.2/0192,758140002,C07AA,S3,Purbloka,Propranolol,10,mg,TAB,50,,5,1,1,7,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/5.2/0193,758167008,C07AA,S3,Purbloka,Propranolol,40,mg,TAB,50,,6,1,1,9,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/5.2/0193,758167016,C07AA,S3,Purbloka,Propranolol,40,mg,TAB,250,,32,6,5,43,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/5.2/0192,758140010,C07AA,S3,Purbloka,Propranolol,10,mg,TAB,1000,,97,17,16,131,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/5.2/0193,758167024,C07AA,S3,Purbloka,Propranolol,40,mg,TAB,1000,,128,23,21,172,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,H/18.1/0185,758272006,C03CA,S3,Puresis,Furosemide,40,mg,TAB,30,,12,2,2,15,1,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,H/18.1/0185,758272014,C03CA,S3,Puresis,Furosemide,40,mg,TAB,250,,96,17,16,129,1,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,J/6.3/0055,758280009,C01AA,S3,Purgoxin,Digoxin,0,mg,TAB,100,,26,5,4,35,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,J/6.3/0055,758280017,C01AA,S3,Purgoxin,Digoxin,0,mg,TAB,1000,,259,46,43,347,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/3.3/0257,758329008,M04AA,S3,Puricos,Allopurinol,300,mg,TAB,30,,30,5,5,40,1,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,L/3.3/0305,758310005,M04AA,S3,Puricos,Allopurinol,100,mg,TAB,100,,40,7,7,53,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/3.3/0257,758329016,M04AA,S3,Puricos,Allopurinol,300,mg,TAB,250,,252,44,41,337,1,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,L/3.3/0305,758310013,M04AA,S3,Puricos,Allopurinol,100,mg,TAB,500,,198,35,33,266,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,H2751 (Act 101),758302002,L01BB,S4,Puri-Nethol,Mercaptopurine,50,mg,TAB,25,,564,99,93,756,30,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0145,758388012,J01FA,S4,Purmycin,Erythromycin,250,mg,CAP,100,,51,9,8,68,1,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0145,758388020,J01FA,S4,Purmycin,Erythromycin,250,mg,CAP,500,,253,45,42,340,1,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0148,758396007,J01FA,S4,Purmycin,Erythromycin,125,mg/5ml,SUS,100,,9,2,2,13,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0149,758418019,J01FA,S4,Purmycin,Erythromycin,250,mg,SUS,100,,23,4,4,31,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,K/18.5/0247,745685005,J01MB,S4,Puromylon,Nalidixic acid,500,mg,TAB,100,,165,29,27,221,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,37/7.1.3/0600,705457001,C09AA,S3,Quinaspen,Quinapril,10,mg,TAB,30,,30,5,5,40,1,2009/06/08,,,,
666,Pharmacare Ltd t/a Aspen,37/7.1.3/0601,705447001,C09AA,S3,Quinaspen,Quinapril,20,mg,TAB,30,,45,8,7,60,2,2009/06/08,,,,
666,Pharmacare Ltd t/a Aspen,G2853 (Act 101),758884028,P01BC,S4,Quinine Sulphate,Quinine,300,mg,TAB,100,,201,36,33,270,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,29/34/0392,836079019,N07BA,S2,Quit 1/2/3/4,Nicotine,2,mg,SPO,80,,186,33,31,250,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/7.1.3/0141,705426001,C09AA,S3,Rampouleil,Ramipril,1,mg,CAP,30,,47,8,8,63,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/7.1.3/0142,705427001,C09AA,S3,Rampouleil,Ramipril,3,mg,CAP,30,,57,10,9,76,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/7.1.3/0143,705428001,C09AA,S3,Rampouleil,Ramipril,5,mg,CAP,30,,86,15,14,115,4,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/7.1.3/0144,705429001,C09AA,S3,Rampouleil,Ramipril,10,mg,CAP,30,,97,17,16,131,4,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,34/20.2.8/0032,888609002,J05AH,S4,Relenza Disk Haler,Zanamivir,5,mg,KIT,1,,189,33,31,253,253,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,R/3.1/0265,759600015,M01AX,S3,Relifen 500,Nabumetone,500,mg,TAB,60,,213,38,35,286,5,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,27/3.1/0105,793027004,M01AX,S3,Relitone,Nabumetone,500,mg,TAB,60,,109,19,18,146,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,U/18.1/0072,780146018,C03EA,S3,Renezide,Hydrochlorothiazide,25,mg,TAB,28,,16,3,3,22,1,2009/02/02,,,,
,,,,,,,Triamterene,50,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,U/18.1/0072,780146026,C03EA,S3,Renezide ,Hydrochlorothiazide,25,mg,TAB,250,,146,26,24,195,1,2009/02/02,,,,
,,,,,,,Triamterene,50,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B0886 (Act 101),760048010,C02AA,S3,Reserpine,Reserpine,0,mg,TAB,28,,10,2,2,14,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,,880949007,C03AA,S3,Ridaq,Hydrochlorothiazide,13,mg,TAB,30,,7,1,1,9,0,2009/01/30,,,,
666,Pharmacare Ltd t/a Aspen,M/18.1/0035,880949007,C03AA,S3,Ridaq,Hydrochlorothiazide,25,mg,TAB,500,,250,44,41,335,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/5.8/0125,760773009,R01BA,S2,Rinex,Chlorphenamine,4,mg/5ml,SYR,100,,19,3,3,26,0,2009/06/08,,,,
,,,,,,,Phenylephrine,5,mg/5ml,,,,,,,,,,,,,
,,,,,,,Phenylpropanolamine,5,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,M/5.8/0067,760781001,R01BA,S2,Rinex Diffu,Chlorphenamine,12,mg,CAP,10,,40,7,7,54,5,2009/02/02,,,,
,,,,,,,Phenylephrine,20,mg,,,,,,,,,,,,,
,,,,,,,Phenylpropanolamine,30,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,,760803005,R01BA,S2,Rinex Paed,Chlorphenamine,2,mg/5ml,SYR,100,,16,2,3,21,0,,,,,
,,,,,,,Phenylephrine,3,mg/5ml,,,,,,,,,,,,,
,,,,,,,Phenylpropanolamine,3,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,35/20.1.1/0345,703320001,J01DD,S4,Rociject,Ceftriaxone,1,g,INJ,1,,36,6,6,48,48,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,37/20.1.1/0352,702483003,J01DD,S4,Rociject,Ceftriaxone,1,g,INJ,1,,38,7,6,51,51,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,37/20.1.1/0368,703319001,J01DD,S4,Rociject,Ceftriaxone,2,g,INJ,1,,73,13,12,98,98,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,28/2.8/0523,823864006,N02BE,S2,Sedapain,Caffeine,30,mg,TAB,20,,10,2,2,14,1,2009/02/02,,,,
,,,,,,,Codeine,10,mg,,,,,,,,,,,,,
,,,,,,,Doxylamine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,450,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,28/2.8/0523,823864014,N02BE,S2,Sedapain,Caffeine,30,mg,TAB,100,,52,9,9,69,1,2009/02/02,,,,
,,,,,,,Codeine,10,mg,,,,,,,,,,,,,
,,,,,,,Doxylamine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,450,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/2.8/0335,763101044,N02BE,S2,Sedinol,Caffeine,30,mg,TAB,18,,12,2,2,16,1,2009/04/06,,,,
,,,,,,,Codeine,10,mg,,,,,,,,,,,,,
,,,,,,,Doxylamine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,450,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/2.8/0335,763101036,N02BE,S2,Sedinol,Caffeine,30,mg,TAB,100,,67,12,11,90,1,2009/04/06,,,,
,,,,,,,Codeine,10,mg,,,,,,,,,,,,,
,,,,,,,Doxylamine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,450,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,B/2.6/1343,763500003,N05BA,S5,Serepax,Oxazepam,10,mg,TAB,100,,85,15,14,114,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,B/2.6/1344,763519006,N05BA,S5,Serepax,Oxazepam,15,mg,TAB,100,,121,21,20,162,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A/2.6/0774,763527009,N05BA,S5,Serepax Forte,Oxazepam,30,mg,TAB,100,,193,34,32,259,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,V/7.1.3/0354,780472004,C07CB,S3,Servatrin,Amiloride,3,mg,TAB,30,,183,32,30,245,8,2009/02/02,,,,
,,,,,,,Hydrochlorothiazide,25,mg,,,,,,,,,,,,,
,,,,,,,Timolol,10,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,27/5.8/0101,795364008,R01BA,S2,Sinuclear,Paracetamol,325,mg,CAP,24,,23,4,4,31,1,2009/06/08,,,,
,,,,,,,Phenylpropanolamine,18,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,30/5.8/0053,703964001,R01BA,S2,Sinuclear Paed A/F,Paracetamol,125,mg/5ml,SUS,100,,19,3,3,26,0,2009/06/08,,,,
,,,,,,,Pseudoephedrine,15,mg/5ml,,,,,,,,,,,,,
,,,,,,,Triprolidine,1,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,34/5.8/0196,893463019,R01BA,S2,Sinugesic,Paracetamol,500,mg,TAB,20,,16,3,3,21,1,2009/02/02,,,,
,,,,,,,Pseudoephedrine,30,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,X/5.8/0170,808598007,R01BA,S2,Sinu-Med,Pseudoephedrine,30,mg/5ml,SYR,100,,18,3,3,24,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,27/5.8/0470,808571001,R01BA,S2,Sinu-Med,Pseudoephedrine,60,mg,TAB,20,,18,3,3,23,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,R/13.4.1/0202,764353004,D07AA,S2,Skin Calm 20g,Hydrocortisone,5,mg/100g,CRE,1,,24,4,4,32,32,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,,791741001,R06AA,S2,Sleep-Eze PM,Diphenhydramine,25,mg,TAB,12,,13,2,2,17,1,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,,791741028,R06AA,S2,Sleep-Eze PM,Diphenhydramine,25,mg,TAB,24,,26,5,4,34,1,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,V/11.3/0286,764388134,A08AA,S2,Slenz,Cathine,50,mg,SYR,24,,25,4,4,33,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,33/2.2/0552,889884001,R06AA,S2,Somnil,Doxylamine,25,mg,DRP,10,,18,3,3,24,2,2009/10/06,,,,
666,Pharmacare Ltd t/a Aspen,Q/2.2/0186,765201003,R06AA,S2,Somnil,Doxylamine,25,mg,TAB,12,,16,3,3,22,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,Q/2.2/0186,765201011,R06AA,S2,Somnil,Doxylamine,25,mg,TAB,24,,33,6,5,44,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/18.1/0186,765910004,C03DA,S3,Spiractin,Spironolactone,25,mg,TAB,30,,22,4,4,29,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,U/18.1/0052,898937019,C03DA,S3,Spiractin,Spironolactone,100,mg,TAB,60,,266,47,44,357,6,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/18.1/0186,765910012,C03DA,S3,Spiractin,Spironolactone,25,mg,TAB,200,,144,25,24,193,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,31/21.5.1/0548,797596003,H02AB,S4,Steromien,Betamethasone,1,mg/5ml,SYR,100,,29,5,5,39,0,2009/06/08,,,,
666,Pharmacare Ltd t/a Aspen,B0624 (Act 101),766798003,N02BE,S5,Stilpane,Codeine,8,mg,CAP,100,,79,14,13,107,1,2009/02/02,,,,
,,,,,,,Meprobamate,150,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,370,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,G0968 (Act 101),766801004,N02BE,S2,Stilpane,Codeine,5,mg/5ml,SYR,100,,8,1,1,11,0,2009/02/02,,,,
,,,,,,,Paracetamol,120,mg/5ml,,,,,,,,,,,,,
,,,,,,,Promethazine,7,mg/5ml,,,,,,,,,,,,,
,,,,,,,Tincture of opium,0,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,M/2.9/0002,766828018,N02BE,S5,Stilpane,Caffeine,32,mg,TAB,100,,24,4,4,33,0,2009/02/02,,,,
,,,,,,,Codeine,8,mg,,,,,,,,,,,,,
,,,,,,,Meprobamate,150,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,320,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,M/2.9/0002,766828026,N02BE,S5,Stilpane,Caffeine,32,mg,TAB,1000,,243,43,40,325,0,2009/02/02,,,,
,,,,,,,Codeine,8,mg,,,,,,,,,,,,,
,,,,,,,Meprobamate,150,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,320,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,H1169 (Act 101),767360001,S01AB,S1,Sulphacetamide Eye,Sulfacetamide,350,mg/35g,EYO,3,,10,2,2,13,4,,,,,
666,Pharmacare Ltd t/a Aspen,,767824016,J01CR,S4,Suprapen 500,Amoxicillin,250,mg,CAP,100,,615,92,99,806,8,,,,,
,,,,,,,Flucloxacillin,250,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,35/20.1.1/0174,700731002,J01MA,S4,Tafloc,Ofloxacin,200,mg,TAB,6,,41,7,7,55,9,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,35/20.1.1/0174,700731009,J01MA,S4,Tafloc,Ofloxacin,200,mg,TAB,10,,68,12,11,91,9,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,35/20.1.1/0175,700733003,J01MA,S4,Tafloc,Ofloxacin,400,mg,TAB,10,,133,24,22,179,18,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A40/34/0316,706713001,G04CA,S4,Tamsul,Tamsulosin,0,mg,CAP,30,,144,25,24,193,6,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/20.1.1/0125,705569001,J01DD,S4,Taziject,Ceftazidime,1,g,INJ,1,,56,10,9,76,76,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/20.1.1/0126,705570001,J01DD,S4,Taziject,Ceftazidime,1,g,INJ,1,,91,16,15,122,122,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,A39/20.1.1/0127,705572001,J01DD,S4,Taziject,Ceftazidime,2,g,INJ,1,,176,31,29,236,236,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,37/20.1.1/0454,703067001,J01CR,S4,Tazobax,Piperacillin,4,g,INJ,1,,220,39,36,295,295,2009/07/01,,,,
,,,,,,,Tazobactam,1,g,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,V/5.2/0056,786187026,C07AB,S3,Ten-bloka,Atenolol,50,mg,TAB,30,,23,4,4,31,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,V/5.2/0057,786195010,C07AB,S3,Ten-bloka,Atenolol,100,mg,TAB,30,,34,6,6,45,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,W/7.1.3/0053,786217014,C07CB,S3,Tenchlor 100mg/25mg,Atenolol,100,mg,TAB,30,,62,11,10,84,3,2009/02/02,,,,
,,,,,,,Chlortalidone,25,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,Z/7.1.3/0096,807591017,C07CB,S3,Tenchlor H/S 50mg/12.5mg,Atenolol,50,mg,TAB,30,,36,6,6,48,2,2009/02/02,,,,
,,,,,,,Chlortalidone,13,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,R/2.9/0189,769541135,N02BE,S2,Tensolve,Caffeine,50,mg,TAB,20,,7,1,1,9,0,2009/02/02,,,,
,,,,,,,Codeine,10,mg,,,,,,,,,,,,,
,,,,,,,Diphenhydramine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,400,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,R/2.9/0189,769541038,N02BE,S2,Tensolve,Caffeine,50,mg,TAB,500,,174,31,29,233,0,2009/02/02,,,,
,,,,,,,Codeine,10,mg,,,,,,,,,,,,,
,,,,,,,Diphenhydramine,5,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,400,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,A38/20.2.2/0484,705430001,J02AC,S1,Terbicil,Terbinafine,250,mg,TAB,14,,211,37,35,283,20,2009/06/08,,,,
666,Pharmacare Ltd t/a Aspen,38/20.2.2/0148,706073001,D01AE,S1,Terbicil1%,Terbinafine,10,mg/g,OIN,8,,32,6,5,43,6,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,38/20.2.2/0148,706073002,D01AE,S1,Terbicil1%,Terbinafine,10,mg/g,OIN,15,,64,11,10,85,6,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,G3082 (Act 101),769983006,H03AA,S3,Tertroxin,Liothyronine sodium,20,mcg,TAB,50,,59,10,10,79,2,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/20.1.1/0384,770221009,J01AA,S4,Tetracycline HCI,Tetracycline,250,mg,TAB,1000,,161,28,27,216,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,Z/1.2/0171,800198018,N06AA,S5,Thaden,Dothiepin,25,mg,CAP,100,,76,13,12,101,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,Z/1.2/0301,800201019,N06AA,S5,Thaden,Dothiepin,75,mg,TAB,28,,69,12,11,93,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/10.2/0533,770388019,R03DA,S2,Theophen,Etofylline nicotinate,10,mg/15ml,SYR,200,,6,1,1,9,0,2009/02/02,,,,
,,,,,,,Theophylline,80,mg/15ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,N/10.1/0098,707283001,R03DA,S2,Theophen Co,Ammonium chloride,360,mg/15ml,SYR,100,,3,1,1,5,0,2009/06/08,,,,
,,,,,,,Diphenylpyraline,4,mg/15ml,,,,,,,,,,,,,
,,,,,,,Etofylline nicotinate,5,mg/15ml,,,,,,,,,,,,,
,,,,,,,Theophylline,50,mg/15ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,,770493009,A11DA,S1,Thiamine HCI,Thiamine (vit B1),100,mg/ml,INJ,10,,169,25,27,221,22,,,,,
666,Pharmacare Ltd t/a Aspen,M/11.3/0050,770523005,A08AA,S2,Thinz,Cathine,50,mg,CAP,16,,31,5,5,41,3,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,M/11.3/0050,770523013,A08AA,S2,Thinz,Cathine,50,mg,CAP,32,,62,11,10,83,3,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,M/11.3/0050,770523021,A08AA,S2,Thinz,Cathine,50,mg,CAP,48,,93,16,15,124,3,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,32/11.3/0748,875104002,A08AA,S2,Thinz Slimming Mixture,Cathine,20,mg/15ml,SYR,100,,23,4,4,32,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,36/20.1.1/0424,704614001,J01FA,S4,Throsyn,Roxithromycin,150,mg,TAB,10,,48,8,8,64,6,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,G0604 (Act 101),771074018,R05DA,S2,Tixylix,Pholcodine,2,mg/5ml,SYR,100,,15,3,3,20,0,2009/02/02,,,,
,,,,,,,Promethazine,2,mg/5ml,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,R/17.1/0209,771600003,M03AC,S4,Tracrium 2.5ml,Atracurium,25,mg/2.5ml,INJ,2,,287,51,47,385,192,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,R/17.1/0210,771597002,M03AC,S4,Tracrium 5ml,Atracurium,50,mg/5ml,INJ,5,,446,79,74,599,120,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,U/2.6/0038,771759002,N05BA,S5,Tranqipam,Lorazepam,1,mg,TAB,100,,64,11,11,86,1,2009/04/06,,,,
666,Pharmacare Ltd t/a Aspen,U/2.6/0039,771767005,N05BA,S5,Tranqipam,Lorazepam,3,mg,TAB,100,,211,37,35,283,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,J/1.2/0219,772003009,N06AA,S5,Trepiline,Amitriptyline,10,mg,TAB,100,,52,9,9,69,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,J/1.2/0220,771996004,N06AA,S5,Trepiline,Amitriptyline,25,mg,TAB,100,,53,9,9,71,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,J/1.2/0219,772003017,N06AA,S5,Trepiline,Amitriptyline,10,mg,TAB,500,,259,46,43,347,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,J/1.2/0220,771996012,N06AA,S5,Trepiline,Amitriptyline,25,mg,TAB,500,,264,47,44,354,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/5.7.2/0168,772143013,R06AE,S2,Triazine,Cyclizine,50,mg,TAB,10,,6,1,1,8,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/5.7.2/0160,772135002,R06AE,S2,Triazine Infant,Cyclizine,50,mg,SUP,6,,16,3,3,21,4,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/20.2.6/0195,772224013,J01XD,S4,Trichazole,Metronidazole,400,mg,TAB,100,,24,4,4,32,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/20.2.6/0194,772216010,J01XD,S4,Trichazole,Metronidazole,200,mg,TAB,250,,23,4,4,31,0,2008/12/17,,,,
666,Pharmacare Ltd t/a Aspen,,711181001,N02CC,S4,Triptam,Sumatriptan,50,mg,TAB,2,,44,8,7,59,29,2009/01/16,,,,
666,Pharmacare Ltd t/a Aspen,41/20.2.8/0171,708254001,J05AR,S4,Truvada,Emtricitabine,200,mg,TAB,30,,297,52,49,398,13,,,,,
,,,,,,,Tenofovir disoproxil,300,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,L/1.2/0310,772356009,N06AA,S5,Tydamine,Trimipramine,50,mg,CAP,30,,112,20,19,151,5,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,L/1.2/0309,772364001,N06AA,S5,Tydamine,Trimipramine,25,mg,TAB,50,,117,21,19,157,3,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,H1888 (Act 101),774057009,C03AB,S3,Urirex-K ,Hydrochlorothiazide,50,mg,TAB,1000,,109,19,18,147,0,2009/02/02,,,,
,,,,,,,Potassium chloride,300,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,H1897 (Act 101),835447006,D08AA,S4,Vagarsol,Aminoacridine,10,mg,GEO,50,,12,2,2,17,0,2009/02/02,,,,
,,,,,,,Boric acid,75,mg,,,,,,,,,,,,,
,,,,,,,Cetylpyridinium,1,mg,,,,,,,,,,,,,
,,,,,,,Diiodohydroxyquinoline,150,mg,,,,,,,,,,,,,
666,Pharmacare Ltd t/a Aspen,H/7.1.4/0237,774944013,C08DA,S3,Vasomil,Verapamil,40,mg,TAB,100,,28,5,5,38,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/7.1.4/0179,774952016,C08DA,S3,Vasomil,Verapamil,80,mg,TAB,100,,60,11,10,81,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,M/7.1.4/0179,774952024,C08DA,S3,Vasomil,Verapamil,80,mg,TAB,250,,151,27,25,202,1,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,H/7.1.4/0237,774944021,C08DA,S3,Vasomil,Verapamil,40,mg,TAB,500,,141,25,23,189,0,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,Q/7.1.4/0193,833991019,C08DA,S3,Vasomil 2ml,Verapamil,50,mg/2ml,INJ,10,,71,12,12,95,9,2009/02/02,,,,
666,Pharmacare Ltd t/a Aspen,T/10.2/0084,775452009,R03CC,S2,Venteze,Salbutamol,2,mg/5ml,SYR,100,,7,1,1,10,0,2009/10/06,,,,
