Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,MCC Medicine Reg. No.,Nappi Code,ATC 4 ,Medicine Schedule,Medicine Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
0000000242,Novartis South Africa (Pty) Ltd,,717632001,,,,Amlodipine Besylate equivalent to Amlodipine,5,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,44/7.1.3/0077,717633001,C09CA,S3,Co Exforge 10 Mg/160 Mg/12.5 Mg,Valsartan,160,mg,TAB,28,1,201.57,14.29,30.22,246.08,8.79,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,717633001,,,,Hydrochlorothiazide,13,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,717633001,,,,Amlodipine Besylate equivalent to Amlodipine,10,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,44/7.1.3/0078,717634001,C09CA,S3,Co Exforge 10 Mg/160 Mg/25 Mg,Valsartan,160,mg,TAB,28,1,201.57,14.29,30.22,246.08,8.79,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,717634001,,,,Hydrochlorothiazide,25,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,717634001,,,,Amlodipine Besylate equivalent to Amlodipine,10,mg,,,,,,,,,,,originator,
0000000242,Novartis South Africa (Pty) Ltd,43/21.2/1055,717636001,A10BA,S3,Galvus Met 50 Mg/850 Mg,Metformin Hydrochloride,850,mg,TAB,30,1,123.03,8.73,18.45,150.20,5.01,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,717636001,,,,Vildagliptin,50,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,43/21.2/1055,717636002,A10BA,S3,Galvus Met 50 Mg/850 Mg,Metformin Hydrochloride,850,mg,TAB,60,1,246.06,17.45,36.89,300.40,5.01,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,717636002,,,,Vildagliptin,50,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,43/21.2/1056,717637001,A10BA,S3,Galvus Met 50 Mg/1000Mg,Metformin Hydrochloride,1000,mg,TAB,30,1,123.03,8.73,18.45,150.20,5.01,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,717637001,,,,Vildagliptin,50,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,43/21.2/1056,717637002,A10BA,S3,Galvus Met 50 Mg/1000Mg,Metformin Hydrochloride,1000,mg,TAB,60,1,246.06,17.45,36.89,300.40,5.01,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,717637002,,,,Vildagliptin,50,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,36/34/0139,718477001,L01XE,S4,Vativio 100,Imatinib,100,mg,CAP,120,1,"12,490.42",711.59,"1,848.28","15,050.29",125.42,07 April 2015,,Generic,
0000000242,Novartis South Africa (Pty) Ltd,H2791 (Act 101/1965),719110009,V03AC,S4,Desferal  ,Deferoxamine,500,mg,INJ,5,5,"1,777.76",101.30,263.06,"2,142.12",85.68,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,45/26/0410,719121001,L01XE,S4,Tasigna 150 Mg,Nilotinib  ,150,mg,CAP,112,1,"14,598.35",831.68,"2,160.20","17,590.24",157.06,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,41/7.1.3/0770,719125001,C09CA,S3,Exforge 5 mg/320 mg,Valsartan,320,mg,TAB,28,1,237.94,16.87,35.67,290.48,10.37,07 April 2015,,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,,719125001,,,,Amlodipine Besylate,5,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,41/7.1.3/0771,719126001,C09CA,S3,Exforge 10 mg/320 mg,Valsartan,320,mg,TAB,28,1,237.94,16.87,35.67,290.48,10.37,07 April 2015,,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,,719126001,,,,Amlodipine Besylate,10,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,44/7.1.3/0079,719127001,C09CA,S3,Co Exforge 10 mg/320 mg/25 mg,Valsartan,320,mg,TAB,28,1,237.94,16.87,35.67,290.48,10.37,07 April 2015,,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,,719127001,,,,Hydrochlorothiazide,25,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,719127001,,,,Amlodipine Besylate,10,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,46/34/0023,720446001,L04AA,S4,"GILENYA 0,5 mg ",Fingolimod Hydrochloride,1,mg,CAP,28,1,"18,704.00","1,326.11","2,804.22","22,834.33",815.51,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,A39/34/0311,720829001,R03DX,S4,XOLAIR 150mg,Omalizumab,150,mg,INJ,1,1,"3,983.60",282.44,597.24,"4,863.28","4,052.73",21 January 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,45/21.2/1009,721592001,A10BH,S3,Jalra 50mg,Vildagliptin,50,mg,TAB,28,1,114.13,8.71,17.20,140.04,5.00,14 December 2015,,Generic,
0000000242,Novartis South Africa (Pty) Ltd,45/21.2/1009,721592002,A10BH,S3,Jalra 50mg,Vildagliptin,50,mg,TAB,56,1,228.27,17.42,34.40,280.08,5.00,14 December 2015,,Generic,
0000000242,Novartis South Africa (Pty) Ltd,45/7.1.3/0850,721593001,C09DB,S3,Copalia 5/160mg,Valsartan,160,mg,TAB,28,1,176.18,13.44,26.55,216.16,7.72,14 December 2015,,Generic,
,Novartis South Africa (Pty) Ltd,,721593001,,,,Amlodipine,5,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,45/7.1.3/0851,721594001,C09DB,S3,Copalia 10/160mg,Valsartan,160,mg,TAB,28,1,200.56,15.30,30.22,246.08,8.79,14 December 2015,,Generic,
,Novartis South Africa (Pty) Ltd,,721594001,,,,Amlodipine,10,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,46/10.2.1/0840,721596001,R03BB,S3,Seebri Breezhaler,Glycopyrronium Bromide,50,mcg,CPS,30,1,274.18,19.44,41.11,334.72,11.16,23 October 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,A/2.6/730,724777008,N05AX,S5,Etomine,Clotiapine,40,mg,TAB,100,1,895.24,87.35,137.56,"1,120.16",11.20,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,A/2.6/729,724785019,N05AX,S5,Etomine,Clotiapine,40,mg,INJ,4,10,585.50,57.13,89.97,732.59,18.31,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,F/2.6/70,736708006,N05AH,S5,Leponex ,Clozapine,25,mg,TAB,100,1,321.56,24.54,48.45,394.56,3.95,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,F/2.6/71,736716009,N05AH,S5,Leponex ,Clozapine,100,mg,TAB,100,1,992.60,75.74,149.56,"1,217.91",12.18,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,E/2.10/227,738344001,M03BX,S4,Lioresal  ,Baclofen,10,mg,TAB,30,1,309.60,30.21,47.57,387.38,12.91,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,E/2.10/228,738352004,M03BX,S4,Lioresal  ,Baclofen,25,mg,TAB,30,1,587.38,57.31,90.26,734.94,24.50,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/5.2/72,739251016,C07AB,S3,Lopresor,Metoprolol,100,mg,TAB,40,1,345.38,26.36,52.04,423.78,10.59,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/21.12/59,752959018,G02CB,S4,Parlodel  2.5 mg,Bromocriptine,3,mg,TAB,30,1,146.15,11.15,22.02,179.32,5.98,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,Q/21.12/76,752967002,G02CB,S4,Parlodel  5 mg,Bromocriptine,5,mg,CAP,100,1,"2,058.36",228.70,320.19,"2,607.25",26.07,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,H693,752983008,C05CA,S1,Paroven,Rutoside,250,mg,CAP,50,1,232.11,23.21,35.74,291.07,5.82,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,B/1.2/1610,761044019,N06BA,S6,Ritalin,Methylphenidate,10,mg,TAB,30,1,163.75,12.49,24.67,200.92,6.70,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,C/7.3/112,762210001,N02CX,S2,Sandomigran  ,Pizotifen,1,mg,TAB,100,1,856.24,83.55,131.57,"1,071.36",10.71,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,R/34/267,762296003,L04AD,S4,Sandimmun ,Ciclosporin,50,mg/ml,INJ,1,10,484.93,33.10,72.52,590.55,59.06,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,V/34/230,762342005,H01CB,S4,Sandostatin,Octreotide,0,mg/ml,INJ,1,5,780.91,44.49,115.55,940.95,188.19,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,V/34/231,762350008,H01CB,S4,Sandostatin  ,Octreotide,0,mg/ml,INJ,1,5,"1,438.47",81.95,212.86,"1,733.27",346.65,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,E587 (Act 101/1965),764396005,A12BA,S2,Slow-K ,Potassium Chloride,600,mg,TAB,500,1,494.64,48.27,76.00,618.91,1.24,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,E/11.10/846,765481006,A09AA,S2,Spasmo-Canulase ,Cellulase,600,mg,TAB,10,1,49.47,4.95,7.62,62.04,6.20,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,765481006,,,,Dehydrocholic acid,20,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481006,,,,Dimethylpolysiloxane,40,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481006,,,,Glutamic acid hydrochloride,100,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481006,,,,"Multienzymes (lipase, protease etc.)",200,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481006,,,,Pepsin,200,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481006,,,,Pimethixene,1,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,E/11.10/846,765481022,A 11.10,S2,Spasmo Canulase,Methixene Hcl ,1,mg,TAB,30,1,148.42,14.85,22.85,186.11,6.20,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,765481022,,,,Dehydrocholic acid,20,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481022,,,,Dimethylpolysiloxane,40,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481022,,,,Glutamic acid hydrochloride,100,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481022,,,,"Multienzymes (lipase, protease etc.)",200,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481022,,,,Pepsin,200,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,765481022,,,,Pimethixene,1,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,A/20.2.8/768,768243009,N04BB,S4,Symmetrel ,Amantadine,100,mg,CAP,20,1,215.13,16.42,32.42,263.97,13.20,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,B/21.10/36 ,768251001,H01AA,S4,Synacthen,Tetracosactide,1,mg/ml,INJ,1,1,281.19,21.46,42.37,345.01,345.01,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/19/1963,768510007,H01BA,S4,Syntocinon  ,Oxytocin,10,iu,INJ,1,5,455.09,44.40,69.93,569.42,113.88,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/19/1967,768529018,H01BA,S4,Syntocinon ,Oxytocin,5,iu,INJ,1,5,379.51,37.01,58.31,474.83,94.97,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,C552,769231020,R06AA,S2,Tavegyl,Clemastine,1,mg,TAB,7,1,29.14,2.91,4.48,36.54,5.22,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,B1530 (Act 101/1965),769398007,N03AF,S3,Tegretol ,Carbamazepine,200,mg,TAB,50,1,145.19,11.08,21.88,178.15,3.56,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,D/2.5/204,769401007,N03AF,S3,Tegretol S,Carbamazepine,100,mg/5ml,SUS,250,1,140.36,10.71,21.15,172.21,0.69,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,G/16.1/227,775959006,R01AB,S2,Vibrocil-S ,Dimetindene,25,mg,NAG,12,1,33.74,3.37,5.19,42.30,3.53,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,775959006,,,,Phenylephrine,250,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,B/16.130,775983004,R01AX,S4,Vibrocil,Dimetindene,25,mg,NAG,12,1,62.48,6.25,9.62,78.35,6.53,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,775983004,,,,Neomycin,350,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,775983004,,,,Phenylephrine,250,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,B/16.131,775991007,R01AB,S4,Vibrocil,Dimetindene,25,mg,NAS,15,1,121.16,12.12,18.66,151.93,10.13,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,775991007,,,,Neomycin,350,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,775991007,,,,Phenylephrine,250,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,G/3.1/83,778206018,M01AB,S3,Voltaren  ,Diclofenac,25,mg,TAB,50,1,51.27,5.00,7.88,64.14,1.28,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,L/3.1/126,778214001,M01AB,S3,Voltaren  100 Suppositories,Diclofenac,100,mg,SUP,5,1,55.11,5.38,8.47,68.95,13.79,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,K/3.1/253,778222013,M01AB,S3,Voltaren ,Diclofenac,50,mg,TAB,20,1,41.71,4.07,6.41,52.19,2.61,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,M/3.1/63,778230015,M01AB,S3,Voltaren  Simple Regimen 100 ,Diclofenac,100,mg,SRT,30,1,156.03,15.22,23.97,195.22,6.51,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/3.1/34,778249018,M01AB,S3,Voltaren 75 Ampoules,Diclofenac,75,mg/3ml,INJ,3,5,49.84,4.85,7.65,62.34,4.16,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,U/3.1/77,778257002,M01AB,S1,Voltaren Emulgel ,Diclofenac,1,g/100g,GEL,20,1,23.56,2.34,3.62,29.53,1.48,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,U/3.1/77,778257010,M01AB,S1,Voltaren Emulgel ,Diclofenac,1,g/100g,GEL,50,1,58.91,5.89,9.07,73.87,1.48,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,U/3.1/77,778257029,M01AB,S1,Voltaren Emulgel ,Diclofenac,1,g/100g,GEL,100,1,117.81,11.78,18.14,147.74,1.48,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,M/10.2.2/279,778923002,R06AX,S2,Zaditen,Ketotifen,1,mg,SYR,200,1,187.79,20.87,29.21,237.87,1.19,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,M/10.2.2/278,778931005,R06AX,S2,Zaditen,Ketotifen,1,mg,TAB,60,1,434.37,33.14,65.45,532.97,8.88,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,V/2.5/321,779652002,N03AF,S3,Tegretol Cr  200 ,Carbamazepine,200,mg,SRT,30,1,92.55,7.06,13.94,113.56,3.79,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,V/2.5/322,779660005,N03AF,S3,Tegretol Cr  400 ,Carbamazepine,400,mg,SRT,30,1,171.18,13.06,25.79,210.04,7.00,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,R/3.1/223,780855019,M01AB,S3,Voltaren  12.5 Suppositories,Diclofenac,13,mg,SUP,5,1,23.76,2.31,3.65,29.72,5.94,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,R/3.1/224,780863003,M01AB,S3,Voltaren  25 Suppositories,Diclofenac,25,mg,SUP,5,1,51.80,5.04,7.96,64.79,12.96,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,W/1.2/140,781193001,N06AA,S5,Anafranil  Sr 75 ,Clomipramine,75,mg,SRT,30,1,546.27,53.30,83.94,683.51,22.78,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,V/34/232,781452007,H01CB,S4,Sandostatin  1Mg/5Ml Injection,Octreotide,0,mg/ml,INJ,5,1,"2,347.98",133.75,347.44,"2,829.18",565.84,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,W/7.1/349.,782963005,C08CA,S3,Dynacirc  ,Isradipine,3,mg,TAB,60,1,267.06,26.05,41.03,334.14,5.57,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,Y/7.1/318.,788325019,C08CA,S3,Dynacirc Sro ,Isradipine,5,mg,CAP,30,1,266.65,26.02,40.97,333.64,11.12,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,Y/3.1/346,789240009,M01AB,S3,Voltaren,Diclofenac,75,mg,TAB,30,1,148.28,14.46,22.78,185.53,6.18,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,Z/20.2.2/186,792705009,A 20.2.2,S1,Lamisil Cream,Terbinafine Hcl,10,mg/g,CRE,15,1,92.87,17.54,15.46,125.87,8.39,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,Z/20.2.2/186,792705017,A 20.2.2,S1,Lamisil Cream,Terbinafine Hcl,10,mg/g,CRE,8,1,46.43,8.77,7.73,62.94,8.39,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,Z/20.2.2/185,792713001,D01BA,S4,Lamisil,Terbinafine,250,mg,TAB,14,1,518.57,97.97,86.31,702.85,50.20,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,X/7.1.3/335,794058020,C09AA,S3,Cibace ,Benazepril,10,mg,TAB,28,1,138.97,10.60,20.94,170.51,6.09,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,W/16.1/93,794414001,R01AB,S2,Vibrocil-S Microdose  ,Dimetindene,25,mg,NAS,15,1,55.43,5.54,8.54,69.51,4.63,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,794414001,,,,Phenylephrine,251,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,Z/10.2.2/180,797138005,R06AX,S2,Zaditen  ,Ketotifen,2,mg,TAB,30,1,386.10,29.47,58.18,473.75,15.79,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/16.1/1382,798991003,R01AB,S1,Otrivin Adult Drops,Xylometazoline,1,mg/ml,NOD,10,1,37.75,3.77,5.81,47.34,4.73,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/16.1/1381,799114006,R01AB,S1,Otrivin Paed Drops,Xylometazoline,1,mg/ml,NOD,10,1,37.75,3.77,5.81,47.34,4.73,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,28/7.1.3/0121,800279019,C09BA,S3,Cibadrex Fct ,Benazepril,10,mg,TAB,28,1,247.11,18.86,37.24,303.20,10.83,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,800279019,,,,Hydrochlorothiazide,13,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,27/5.10/0028,806633018,A04AA,S4,Navoban 5 mg Capsules,Tropisetron,5,mg,CAP,5,1,499.51,48.80,76.76,625.07,125.01,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,27/5.10/0027,806641010,A04AA,S4,Navoban 5  mg/5 ml,Tropisetron,5,mg/5ml,INJ,5,10,"1,169.88",114.29,179.78,"1,463.95",29.28,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,28/3.1/0306,813036003,M01AB,S3,Cataflam D  ,Diclofenac,50,mg,TAB,15,1,45.97,3.51,6.92,56.40,3.76,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,28/7.5/0159,813664004,C10AA,S4,Lescol,Fluvastatin,20,mg,CAP,28,1,132.33,10.09,19.94,162.36,5.80,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,28/7.5/0160,813672007,C10AA,S4,Lescol,Fluvastatin,40,mg,CAP,28,1,176.44,13.46,26.58,216.48,7.73,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,29/20.2.8/0189,815853009,J05AB,S4,Famvir,Famciclovir,250,mg,TAB,21,1,699.20,132.10,116.38,947.68,45.13,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,29/34/0059,815896018,L04AD,S4,Sandimmun ,Ciclosporin,100,mg/ml,SYR,50,1,"2,974.77",227.00,448.25,"3,650.01",73.00,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,29/34/0056,815918003,L04AD,S4,Sandimmun ,Ciclosporin,25,mg,CAP,50,1,725.88,55.38,109.38,890.64,17.81,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,29/34/0056,815926006,L04AD,S4,Sandimmun ,Ciclosporin,100,mg,CAP,50,1,"2,858.26",218.12,430.69,"3,507.07",70.14,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,29/10.2.1/0624,820911003,R03AC,S4,Foradil  ,Formoterol,12,mcg,CPS,60,1,282.70,21.58,42.60,346.88,5.78,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/16.1/1382,821934007,R01AB,S1,Otrivin  Adult Spray,Xylometazoline,1,mg/ml,NAS,10,1,48.73,4.87,7.50,61.11,6.11,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,H/16.1/1381,821942018,R01AB,S1,Otrivin  Paed Spray,Xylometazoline,1,mg/ml,NAS,10,1,46.54,4.65,7.17,58.36,5.84,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,30/20.2.8/0277,826715001,J05AB,S4,Famvir  ,Famciclovir,125,mg,TAB,10,1,163.56,30.90,27.22,221.68,22.17,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,31/21.12/0378,831468009,L02BG,S4,"Femara 2,5",Letrozole,3,mg,TAB,30,1,834.31,47.53,123.46,"1,005.30",33.51,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,V/21.8.1/182,834920018,G03CA,S4,Estraderm TTS 100,Estradiol,8,mg,PAD,8,1,115.15,11.24,17.70,144.09,18.01,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,V/21.8.1/180,834939002,G03CA,S4,Estraderm TTS 25,Estradiol,2,mg,PAD,8,1,97.84,9.55,15.03,122.42,15.30,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,V/21.8.1/181,834971003,G03CA,S4,Estraderm TTS 50,Estradiol,50,mcg,PAD,8,1,99.75,13.35,15.83,128.93,16.12,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,Y/3.1/347,835218007,M01AB,S3,Voltaren ,Diclofenac,15,mg/ml,DRP,20,1,86.07,8.39,13.22,107.69,5.38,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,31/20.2.2/0613,836486005,A 20.2.2,S1,Lamisil Spray,Terbinafine Hcl,10,mg/g,SPO,30,1,153.76,15.37,23.68,192.81,6.43,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,B/16.129,836540018,R01AX,S4,Vibrocil,Dimetindene,25,mg,NOD,15,1,55.16,5.51,8.49,69.17,4.61,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,836540018,,,,Neomycin,350,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,,836540018,,,,Phenylephrine,250,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,27/21.8.2/0021,836583019,G03CA,S4,Estracombi TTS,Conjugated Estrogens,4,mg,PAD,8,1,149.32,19.98,23.70,193.00,24.13,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,,836583019,,,,Norethisterone,30,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,31/34/0313,836656008,M05BA,S4,Aredia,Pamidronic Acid,15,mg,INJ,5,1,594.18,112.25,98.90,805.33,161.07,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,32/7.1.3/0336,839884002,C09DA,S3,Co-Diovan,Hydrochlorothiazide,13,mg,TAB,28,1,194.65,14.84,29.33,238.82,8.53,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,,839884002,,,,Valsartan,80,mg,,,,,,,,,,,,
0000000242,Novartis South Africa (Pty) Ltd,Z/20.2.2/184,842087001,D01BA,S4,Lamisil,Terbinafine,125,mg,TAB,14,1,425.61,80.39,70.84,576.84,41.20,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,32/5.3/0452,848557018,N06DA,S5,Exelon 1.5 mg,Rivastigmine,2,mg,CAP,56,1,935.87,71.41,141.02,"1,148.30",20.51,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,32/5.3/0453,848565002,N06DA,S5,Exelon ,Rivastigmine,3,mg,CAP,56,1,"1,006.06",76.77,151.60,"1,234.42",22.04,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,32/5.3/0454,848573005,N06DA,S5,Exelon ,Rivastigmine,5,mg,CAP,56,1,"1,006.06",76.77,151.60,"1,234.42",22.04,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,32/5.3/0455,848581008,N06DA,S5,Exelon 6 mg,Rivastigmine,6,mg,CAP,56,1,935.87,71.41,141.02,"1,148.30",20.51,11 December 2014,Discontinued,Originator ,
0000000242,Novartis South Africa (Pty) Ltd,31/3.2/0422,862029007,H05BA,S4,Miacalcic  ,Calcitonin (Salmon Synthetic),200,iu,NAS,1,1,238.70,18.21,35.97,292.87,292.87,07 April 2015,,Originator,
0000000242,Novartis South Africa (Pty) Ltd,32/34/0752  31/34/0317,862479002,L04AD,S4,Simulect  ,Basiliximab,20,mg,INJ,5,1,"10,671.88",728.47,"1,596.05","12,996.40","2,599.28",07 April 2015,,Originator,
