Dtabase Of Medicine Prices 31st March 2010,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No,Applicant Name,Product MCC Registration No,Nappi Code,ATC 4 ,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,12 Months Volume of Sales
0000000169,Merck,34/26/0398,707516003,L01BC,S4,UFT,Tegafur,100,mg,CAP,36,,938.93,39.06,136.92,"1,114.90",30.97,2009-03-13,,,
0000000169,Merck,33/21.10/0521,896613006,G03GA,S4,Gonal f,Follitropin Alfa,75,IU,INJ,1,,166.46,13.32,25.17,204.95,204.95,2009-03-13,,,
0000000169,Merck,A39/21.10/0633,707510001,G03GA,S4,Gonal f,Follitropin Alfa,900,IU,INJ,1,,"2,097.35",167.79,317.12,"2,582.26","2,582.26",2009-03-13,,,
0000000169,Merck,A39/21.10/0632,707509001,G03GA,S4,Gonal f,Follitropin Alfa,450,IU,INJ,1,,"1,048.70",83.90,158.56,"1,291.16","1,291.16",2009-03-13,,,
0000000169,Merck,A39/21.10/0631,707508001,G03GA,S4,Gonal f,Follitropin Alfa,300,IU,INJ,1,,699.12,55.93,105.71,860.76,860.76,2009-03-13,,,
0000000169,Merck,37/21.10/0560,707690001,G03GA,S4,Luveris,Lutropin Alfa,75,IU,INJ,1,,156.27,12.50,23.63,192.40,192.40,2009-03-13,,,
0000000169,Merck,37/21.10/0374,708241001,G03GA,S4,Ovidrel,Choriogonadotropin Alfa,250,mcg,INJ,1,,234.42,18.75,35.44,288.61,288.61,2009-03-13,,,
0000000169,Merck,A38/21.8.2/0615,705334001,G03DA,S4,Crinone,Progesterone Gel,90,mg,VAG,15,,390.69,31.26,59.07,481.02,32.07,2009-03-13,,,
0000000169,Merck,34/34/0096,825468019,L03AB,S4,Rebif 22,Interferon beta 1a,22,mcg,INJ,12,,"6,608.85",528.71,999.25,"8,136.82",678.07,2009-04-03,,,
0000000169,Merck,35/34/0188,890887006,L03AB,S4,Rebif 44,Interferon beta 1a,44,mcg,INJ,12,,"7,362.66",588.98,"1,113.17","9,064.42",755.37,2009-04-03,,,
0000000169,Merck,32/9/0097,,,S3,Besobrial,Acamprosate calcium,333,mg,TAB,180,,371.36,51.62,59.22,482.20,2.68,2009-03-13,,,
0000000169,Merck,36/6.1/0457,704439001,C07AB,S3,Cardicor ,Bisoprolol,3,mg,TAB,30,,58.69,8.16,9.36,76.20,2.54,2009-04-03,,,
0000000169,Merck,36/6.1/0458,704440001,C07AB,S3,Cardicor ,Bisoprolol,5,mg,TAB,30,,61.77,8.59,9.85,80.20,2.67,2009-03-13,,,
0000000169,Merck,36/6.1/0459,704441001,C07AB,S4,Cardicor ,Bisoprolol,10,mg,TAB,30,,97.68,13.58,15.58,126.83,4.23,2009-03-13,,,
0000000169,Merck,V/5.2/304,818429003,C07AB,S3,Concor,Bisoprolol,5,mg,TAB,30,,61.77,8.59,9.85,80.20,2.67,2009-03-13,,,
0000000169,Merck,V/5.2/303,818437006,C07AB,S3,Concor ,Bisoprolol,10,mg,TAB,30,,97.68,13.58,15.58,126.83,4.23,2009-03-13,,,
0000000169,Merck,S/12/154,717169006,P02BA,S4,Cysticide,Praziquantel,500,mg,TAB,100,,"1,364.73",189.70,217.62,"1,772.04",17.72,2009-03-13,,,
0000000169,Merck,N/1.2/205,723002002,N06AA,S5,Emdalen,Lofepramine,70,mg,TAB,30,,160.48,22.31,25.59,208.38,6.95,2009-03-13,,,
0000000169,Merck,N/1.2/205,723002010,N06AA,S5,Emdalen,Lofepramine,70,mg,TAB,100,,534.93,74.36,85.30,694.59,6.95,2009-03-13,,,
0000000169,Merck,B1412 (Act 101/1965),723231001,N06BX,S3,Encephabol,Pyritinol,81,mg,TAB,100,,495.38,68.86,78.99,643.23,6.43,2009-03-13,,,
0000000169,Merck,27/5.1/0063,797642005,C01CA,S4,Epipen,Epinephrine,1,mg/ml,INJ,1,,495.43,68.86,79.00,643.29,643.29,2009-03-13,,,
0000000169,Merck,38/5.1/0278,707128001,C01CA,S4,Epipen Junior,Epinephrine,0,mg/0.3ml,INJ,1,,495.43,68.86,79.00,643.29,643.29,2009-03-13,,,
0000000169,Merck,A39/21.3/0401,713172001,HO3AA,S3,Euthyrox,Levothyroxine sodium,25,mcg,TAB,100,,40.47,4.25,6.26,50.98,0.51,2009-09-26,,,
0000000169,Merck,A39/21.3/0402,713168001,HO3AA,S3,Euthyrox,Levothyroxine sodium,50,mcg,TAB,100,,57.82,6.07,8.94,72.83,0.73,2009-09-26,,,
0000000169,Merck,A39/21.3/0403,713169001,HO3AA,S3,Euthyrox,Levothyroxine sodium,100,mcg,TAB,100,,82.82,8.69,12.81,104.32,1.04,2009-09-26,,,
0000000169,Merck,F/21.2/145,729167003,A10BA,S3,Glucophage ,Metformin,850,mg,TAB,60,,37.56,5.22,5.99,48.77,0.81,2009-03-13,,,
0000000169,Merck,G3244 (Act 101/1965),729159019,A10BA,S3,Glucophage ,Metformin,500,mg,TAB,90,,30.93,4.30,4.93,40.16,0.45,2009-03-13,,,
0000000169,Merck,F/21.2/145,729167011,A10BA,S3,Glucophage ,Metformin,850,mg,TAB,300,,187.82,26.11,29.95,243.87,0.81,2009-03-13,,,
0000000169,Merck,37/21.2/0272,703909002,A10BA,S3,Glucophage ,Metformin,1000,mg,TAB,300,,203.89,28.34,32.51,264.74,0.88,2009-03-13,,,
0000000169,Merck,37/21.2/0272,703909001,A10BA,S3,Glucophage ,Metformin,1000,mg,TAB,60,,40.78,5.67,6.50,52.95,0.88,2009-03-13,,,
0000000169,Merck,G3244 (Act 101/1965),729159027,A10BA,S3,Glucophage ,Metformin,500,mg,TAB,500,,171.81,23.88,27.40,223.08,0.45,2009-03-13,,,
0000000169,Merck,36/21.2/0411,701109001,A10BA,S3,Glucovance 250mg/1.25mg,Glibenclamide,1,mg,TAB,30,,23.33,3.24,3.72,30.29,1.01,2009-03-13,,,
,,,,,,,Metformin,250,mg,,,,,,,,,,,,
0000000169,Merck,36/21.2/0411,701109002,A10BA,S3,Glucovance 250mg/1.25mg,Glibenclamide,1,mg,TAB,60,,46.67,6.49,7.44,60.60,1.01,2009-03-13,,,
,,,,,,,Metformin,250,mg,,,,,,,,,,,,
0000000169,Merck,36/21.2/0412,701111001,A10BA,S3,Glucovance 500mg/2.5mg,Glibenclamide,3,mg,TAB,30,,46.67,6.49,7.44,60.60,2.02,2009-03-13,,,
,,,,,,,Metformin,500,mg,,,,,,,,,,,,
0000000169,Merck,36/21.2/0412,701111002,A10BA,S3,Glucovance 500mg/2.5mg,Glibenclamide,3,mg,TAB,60,,93.35,12.98,14.89,121.21,2.02,2009-03-13,,,
,,,,,,,Metformin,500,mg,,,,,,,,,,,,
0000000169,Merck,36/21.2/0413,701112001,A10BA,S3,Glucovance 500mg/5mg,Glibenclamide,5,mg,TAB,30,,46.67,6.49,7.44,60.60,2.02,2009-03-13,,,
,,,,,,,Metformin,500,mg,,,,,,,,,2009-03-13,,,
0000000169,Merck,36/21.2/0413,701112002,A10BA,S1,Glucovance 500mg/5mg,Glibenclamide,5,mg,TAB,60,,93.35,12.98,14.89,121.21,2.02,2009-03-13,,,
,,,,,,,Metformin,500,mg,,,,,,,,,2009-03-13,,,
0000000169,Merck,34/16.1/0366,708510001,R01AB,S1,Iliadin Paed Drops 5ml,Oxymetazoline HCl,0,%,NOD,1,,21.17,2.94,3.37,27.48,5.50,2009-03-13,,,
0000000169,Merck,H1597 (Act 101/1965),,,S1,Iliadin Adult Spray 10ml,Oxymetazoline HCl,0,%,NAS,1,,35.93,4.99,5.72,46.64,4.66,2009-03-13,,,
0000000169,Merck,V/16.1/296,,,S1,Iliadin Paed. Nose drops 10ml,Oxymetazoline HCl,0,%,NOD,1,,26.66,3.70,4.25,34.61,3.46,2009-03-13,,,
0000000169,Merck,H1400 (Act 101/1965),,,S1,Iliadin Adult Nose drops 10ml,Oxymetazoline HCl,0,%,NOD,1,,26.45,3.67,4.21,34.33,3.43,2009-03-13,,,
0000000169,Merck,V/16.1/296,,,S1,Iliadin Paed. Spray 10ml,Oxymetazoline HCl,0,%,NAS,1,,36.37,5.05,5.79,47.21,4.72,2009-03-13,,,
0000000169,Merck,H1597 (Act 101/1965),732303001,S01GA,S1,Iliadin Plastic Spray 20ml,Oxymetazoline HCl,0,%,NAS,1,,26.29,3.65,4.19,34.13,1.71,2009-03-13,,,
0000000169,Merck,X/5.8/215,807486009,N02BE,S2,Ilvico ,Caffeine,30,mg,CAP,24,,39.37,5.47,6.27,51.11,2.13,2009-03-13,,,
,,,,,,,Calcium ascorbate,75,mg,,,,,,,,,2009-03-13,,,
,,,,,,,Chlorphenamine,2,mg,,,,,,,,,2009-03-13,,,
,,,,,,,Paracetamol,300,mg,,,,,,,,,2009-03-13,,,
,,,,,,,Phenylephrine,5,mg,,,,,,,,,2009-03-13,,,
0000000169,Merck,C769 (Act 101/1965),732400007,R05FA,S2,Ilvico,Brompheniramine,3,mg/5ml,SYR,150,,39.32,5.46,6.26,51.04,0.51,2009-03-13,,,
,,,,,,,Calcium ascorbate,56,mg/5ml,,,,,,,,,2009-03-13,,,
,,,,,,,Codeine,10,mg/5ml,,,,,,,,,2009-03-13,,,
,,,,,,,Methylephedrine,8,mg/5ml,,,,,,,,,2009-03-13,,,
,,,,,,,Phenazone,150,mg/5ml,,,,,,,,,2009-03-13,,,
,,,,,,,Sodium salicylate,150,mg/5ml,,,,,,,,,2009-03-13,,,
0000000169,Merck,C770 (Act 101/1965),732419018,R05FA,S2,Ilvico,Brompheniramine,3,mg,TAB,24,,44.84,6.23,7.14,58.21,2.43,,,,
,,,,,,,Caffeine,10,mg,,,,,,,,,,,,
,,,,,,,Calcium ascorbate,36,mg,,,,,,,,,,,,
,,,,,,,Phenazone,75,mg,,,,,,,,,,,,
,,,,,,,Quinine,20,mg,,,,,,,,,,,,
,,,,,,,Salicylamide,150,mg,,,,,,,,,,,,
0000000261,Merck,41/2.6.5/0875,712191001,N05AX,S5,Merck-Risperidone 0.5mg,Risperidone,1,mg,TAB,30,,117.09,12.38,18.13,147.60,4.92,2009-05-14,,,
0000000261,Merck,41/2.6.5/0876,712190001,N05AX,S5,Merck-Risperidone 1mg,Risperidone,1,mg,TAB,30,,201.88,21.34,31.25,254.47,8.48,2009-05-14,,,
0000000261,Merck,41/2.6.5/0877,712189001,N05AX,S5,Merck-Risperidone 2mg,Risperidone,2,mg,TAB,30,,339.99,35.94,52.63,428.56,14.29,2009-05-14,,,
0000000169,Merck,H2488 (Act 101/1965),746924003,A11EA,S1,Neurobion,Cyanocobalamin,1,mg/3ml,INJ,3,,66.72,9.27,10.64,86.63,28.88,2009-03-13,,,
,,,,,,,Pyridoxine (vit B6),100,mg/3ml,,,,,,,,,2009-03-13,,,
,,,,,,,Thiamine (vit B1),100,mg/3ml,,,,,,,,,2009-03-13,,,
0000000169,Merck,P/7.1.4/281,787256005,C01DA,S3,Nitrolingual,Glyceryl trinitrate,0,mg/dose,SPO,1,,130.72,18.17,20.84,169.74,169.74,2009-03-13,,,
0000000169,Merck,29/7.1/0357,819573019,C08DA,S3,Ravamil SR,Verapamil,240,mg,TAB,30,,110.54,15.37,17.63,143.53,4.78,2009-03-13,,,
0000000169,Merck,29/7.1/0357,819573027,C08DA,S3,Ravamil SR,Verapamil,240,mg,TAB,100,,368.48,51.22,58.76,478.45,4.78,2009-03-13,,,
0000000169,Merck,K/20.1.1/157,763357006,J01GB,S4,Septopal,Gentamicin,5,mg/bead,BDL,10,,"1,748.03",242.98,278.74,"2,269.74",226.97,2009-03-13,,,
0000000169,Merck,K/20.1.1/157,763357014,J01GB,S4,Septopal,Gentamicin,5,mg/bead,BDL,30,,"3,002.43",417.34,478.77,"3,898.54",129.95,2009-03-13,,,
0000000169,Merck,W/20.1.1/224,783218001,J01GB,S4,Septopal Mini,Gentamicin,2,mg/bead,BDL,10,,"1,247.59",173.41,198.94,"1,619.95",162.00,2009-03-13,,,
0000000169,Merck,E/5.3/79,771376006,V03AB,S4,Toxogonin,Obidoxime,250,mg/ml,INJ,5,,260.55,36.22,41.55,338.32,67.66,2009-03-13,,,
0000000169,Merck,31/7.1.3/0457,852929005,C07BB,S3,Ziak ,Bisoprolol,10,mg,TAB,30,,87.81,12.21,14.00,114.02,3.80,2009-03-13,,,
,,,,,,,Hydrochlorothiazide,6,mg,,,,,,,,,2009-03-13,,,
0000000169,Merck,31/7.1.3/0455,840300018,C07BB,S3,Ziak ,Bisoprolol,3,mg,TAB,30,,87.81,12.21,14.00,114.02,3.80,2009-03-13,,,
,,,,,,,Hydrochlorothiazide,6,mg,,,,,,,,,2009-03-13,,,
0000000169,Merck,31/7.1.3/0456,840319002,C07BB,S3,Ziak ,Bisoprolol,5,mg,TAB,30,,87.81,12.21,14.00,114.02,3.80,2009-03-13,,,
,,,,,,,Hydrochlorothiazide,6,mg,,,,,,,,,2009-03-13,,,
0000000169,Merck,A93/21.12/0064,710346001,,S4,Cetrotide,Cetrorelix acetate,0,mg,INJ,1,,260.36,22.64,39.62,322.62,322.62,2009-03-13,,,
0000000169,Merck,A39/21.12/0065,710347001,,S4,Cetrotide,Cetrorelix acetate,3,mg,INJ,1,,"1,041.44",90.56,158.48,"1,290.48","1,290.48",2009-03-13,,,
0000000169,Merck,A40/30.2/0061,710034001,,S4,Erbitux,Cetuximab,2,mg,INJ,5,,"2,364.50",177.34,355.86,"2,897.69",579.54,2009-03-13,,,
0000000169,Merck,A39/21.2/0027,710996001,,S3,Glucophage XR,Metformin,500,mg,TAB,90,,40.21,5.59,6.41,52.21,0.58,2009-03-13,,,
0000000169,Merck,A39/21.2/0027,710196002,,S3,Glucophage XR,Metformin ,500,mg,TAB,120,,53.61,7.45,8.55,69.61,0.58,2009-03-13,,,
,MeyerZall Laboratories,33/13.9.2./0124,877719004,D01AC,S2,Covarex,Miconazole,2,g/100g,CRE,30,,28.76,2.88,4.43,36.06,1.20,2009-02-16,,,
,MeyerZall Laboratories,31/3.1/0383,852201001,,S1,AthruDerm,Diclofanac Sodium,2,%,LTN,50,,28.79,2.88,4.43,36.10,0.72,2009-02-16,,,
0000000671,Micro Healthcare,30/5.1/0395,895164019,C01CA,S4,Micro adrenaline,Epinephrine,1,mg,INJ,10,,16.12,1.79,2.51,20.42,2.04,2009-02-19,,,
0000000671,Micro Healthcare,31/5.4/0206,700218001,A03BA,S1,Micro atropine ,Atropine,1,mg/ml,INJ,10,,15.67,1.74,2.44,19.85,1.99,2009-02-19,,,
0000000671,Micro Healthcare,31/5.4/0207,700226001,A03BA,S2,Micro atropine  ,Atropine,1,mg/ml,INJ,10,,19.70,2.18,3.06,24.94,2.49,2009-02-19,,,
0000000671,Micro Healthcare,32/21.5.1/0338,899124006,D07AC,S4,Micro betamethasone,Betamethasone,4,mg,INJ,10,,57.18,6.35,8.89,72.42,7.24,2009-02-19,,,
0000000671,Micro Healthcare,,703672001,N01BB,S4,Micro Bupivacaine ,Bupivacaine,50,mg/10ml,INF,10,,58.41,6.49,9.09,73.99,7.40,2008-12-17,,,
0000000671,Micro Healthcare,,703672002,N01BB,S4,Micro bupivacaine spinal w/dextrose,Bupivacaine,5,mg/ml,INF,10,,65.45,7.27,10.18,82.90,8.29,,,,
0000000671,Micro Healthcare,31/11.4.3/0196,703601001,A02BA,S3,Micro cimetidine,Cimetidine,200,mg,INJ,10,,59.66,6.62,9.28,75.56,7.56,2009-02-19,,,
0000000671,Micro Healthcare,,701735003,J01FA,S4,Micro clindamycin ,Clindamycin,600,mg/4ml,INJ,10,,70.90,7.87,11.03,89.80,8.98,2009-02-19,,,
0000000671,Micro Healthcare,33/21.5.1/0512,701589001,D07AB,S4,Micro dexamethasone,Dexamethasone,4,mg,INJ,10,,62.89,6.98,9.78,79.66,7.97,2009-02-19,,,
0000000671,Micro Healthcare,32/2.6/0197,703598001,N05BA,S5,Micro diazepam,Diazepam,10,mg,INJ,10,,29.19,3.24,4.54,36.97,3.70,2009-02-19,,,
0000000671,Micro Healthcare,29/2.7/0605,703587001,N02AB,S6,Micro Fentanyl  ,Fentanyl,100,mcg,INJ,10,,46.23,5.13,7.19,58.55,5.85,2009-02-19,,,
0000000671,Micro Healthcare,29/2.7/0604,703668001,N02AB,S6,Micro Fentanyl  ,Fentanyl,500,mcg/10ml,INJ,10,,82.65,9.17,12.86,104.68,10.47,2009-02-19,,,
0000000671,Micro Healthcare,29/18.1/0664,703589001,C03CA,S3,Micro Furosemide ,Furosemide,50,mg,INJ,10,,54.80,6.08,8.52,69.40,6.94,2009-02-19,,,
0000000671,Micro Healthcare,31/20.1.1/0441,899132002,J01GB,S4,Micro Gentamycin,Gentamicin,21,mg,INJ,10,,58.40,6.49,9.08,73.97,7.40,2009-02-19,,,
0000000671,Micro Healthcare,31/20.1.1/0442,899135005,J01GB,S4,Micro Gentamycin,Gentamicin,40,mg/ml,INJ,10,,77.25,8.57,12.01,97.83,9.78,2009-02-19,,,
0000000671,Micro Healthcare,31/2.6.3/0070,703584001,N05BB,S5,Micro Hydroxyzine  ,Hydroxyzine,100,mg/2ml,INJ,10,,30.15,3.35,4.69,38.19,3.82,2009-02-19,,,
0000000671,Micro Healthcare,32/11.2/0242,701514001,A03BB,S2,Micro Hyoscine,Hyoscyamine,20,mg,INJ,10,,22.99,2.55,3.58,29.12,2.91,2009-02-19,,,
0000000671,Micro Healthcare,,706193001,N06AA,S5,Micro-Clomipramine ,Clomipramine,25,mg,INJ,10,,308.22,34.21,47.94,390.37,39.04,2009-02-19,,,
0000000671,Micro Healthcare,29/20.2/0665,701754003,J01EE,S4,Micro-Co Trimoxazole ,Sulfamethoxazole,400,mg,TAB,1000,,117.22,13.01,18.23,148.46,0.15,2009-02-19,,,
,,,,,,,Trimethoprim,80,mg,,,,,,,,,,,,
0000000671,Micro Healthcare,29/20.2/0665,701743003,J01EE,S4,Micro-Co Trimoxazole 5ml,Sulfamethoxazole,400,mg,INJ,10,,106.70,11.84,16.60,135.14,13.51,2009-02-19,,,
,,,,,,,Trimethoprim,80,mg,,,,,,,,,,,,
0000000671,Micro Healthcare,32/3.1/0334,706191001,M01AB,S3,Micro-Diclofenac ,Diclofenac,75,mg,INJ,10,,68.50,7.61,10.65,86.75,8.68,2009-02-19,,,
0000000671,Micro Healthcare,32/3.1/0240,899186009,M01AB,S3,Micro-Diclofenac ,Diclofenac,75,mg,INJ,50,,37.62,4.18,5.85,47.64,0.95,2009-02-19,,,
0000000671,Micro Healthcare,32/6.1/0109,704944001,C01CA,S4,Micro-Dobutamine,Dobutamine,13,mg,INJ,10,,673.52,74.76,104.76,853.03,85.30,2009-02-19,,,
0000000671,Micro Healthcare,30/601/0169,704945001,C01CA,S4,Micro-Dopamine ,Dopamine,200,mg,INJ,10,,211.19,23.44,32.85,267.48,26.75,2009-02-19,,,
0000000671,Micro Healthcare,30/601/0169,706232001,C01CA,S4,Micro-Dopamine,Dopamine,50,mg,INJ,10,,262.56,29.15,40.84,332.55,33.25,2009-02-19,,,
0000000671,Micro Healthcare,31/20.1.1/0443,899139002,J01GB,S4,Micro-Gentamicin ,Gentamicin,80,mg,INJ,10,,25.12,2.78,3.91,31.81,3.18,2009-02-19,,,
0000000671,Micro Healthcare,34/20.1.1/0130,706197001,J01GB,S4,Micro-Gentamicin ,Gentamicin,20,mg,INJ,10,,85.61,9.51,13.32,108.44,10.84,2009-02-19,,,
0000000671,Micro Healthcare,34/20.1.1/0130,706195001,J01GB,S4,Micro-Gentamicin ,Gentamicin,80,mg,INJ,10,,119.87,13.30,18.64,151.81,15.18,2009-02-19,,,
0000000671,Micro Healthcare,27/2.8/0303,701746003,N02BE,S5,Micro-Gesic Tablets,Paracetamol,320,mg,TAB,1000,,201.45,22.36,31.33,255.14,0.26,2009-02-19,,,
0000000671,Micro Healthcare,33/2.1/0424,705971001,N01AX,S5,Micro-Ketamine,Ketamine,10,mg,INJ,10,,399.54,44.35,62.15,506.04,50.60,2009-02-19,,,
0000000671,Micro Healthcare,33/2.1/0424,706242001,N01AX,S5,Micro-Ketamine ,Ketamine,50,mg,INJ,10,,513.70,57.02,79.90,650.62,65.06,2009-02-19,,,
0000000671,Micro Healthcare,33/2.1/0424,706241001,N01AX,S5,Micro-Ketamine ,Ketamine,100,mg,INJ,10,,890.42,98.83,138.50,"1,127.75",112.78,2009-02-19,,,
0000000671,Micro Healthcare,34/5.7.2/0051,705973001,A03FA,S4,Micro-Metoclopramide ,Metoclopramide,10,mg,INJ,10,,20.95,2.32,3.26,26.53,2.65,2009-02-19,,,
0000000671,Micro Healthcare,,705982001,N05CD,S5,Micro-Midazolam ,Midazolam,15,mg,INJ,5,,97.04,10.77,15.09,122.89,24.58,2009-02-19,,,
0000000671,Micro Healthcare,,705983001,N05CD,S5,Micro-Midazolam ,Midazolam,5,mg,INJ,10,,199.78,22.18,31.07,253.02,25.30,2009-02-19,,,
0000000671,Micro Healthcare,,705981001,N05CD,S5,Micro-Midazolam ,Midazolam,50,mg,INJ,10,,"1,118.72",124.18,174.01,"1,416.91",141.69,2009-02-19,,,
0000000671,Micro Healthcare,,705982002,N05CD,S5,Micro-Midazolam ,Midazolam,15,mg,INJ,50,,970.33,107.71,150.92,"1,228.96",24.58,2009-02-19,,,
0000000671,Micro Healthcare,29/2.7/0475,895157007,N02AA,S6,Micro-Morphine ,Morphine,10,mg,INJ,10,,24.13,2.68,3.75,30.57,3.06,2009-02-19,,,
0000000671,Micro Healthcare,29/2.7/0476,894951004,N02AA,S6,Micro-Morphine ,Morphine,15,mg,INJ,10,,25.84,2.86,4.02,32.73,2.89,2009-02-19,,,
0000000671,Micro Healthcare,34/1.4/0165,704187001,V03AB,S4,Micro-Naloxone,Naloxone,0,mg,INJ,10,,108.33,12.02,16.85,137.20,12.12,2009-02-19,,,
0000000671,Micro Healthcare,31/5.3/0393,899178006,N07AA,S4,Micro-Neostigmine ,Neostigmine,3,mg,INJ,10,,18.56,2.06,2.89,23.52,2.08,2009-02-19,,,
0000000671,Micro Healthcare,31/5.3/0393,706190001,N07AA,S4,Micro-Neostigmine ,Neostigmine,3,mg,INJ,10,,119.87,13.30,18.64,151.81,13.41,2009-02-19,,,
0000000671,Micro Healthcare,31/17.01/0238,703608001,M03AC,S4,Micro-Pancuronium Bromide,Pancuronium,4,mg,INJ,10,,66.67,7.40,10.37,84.45,7.46,2009-02-19,,,
0000000671,Micro Healthcare,31/2.70208,706243001,N02AD,S6,Micro-Pentazocine,Pentazocine,30,mg,INJ,10,,65.64,7.29,10.21,83.14,7.34,2009-02-19,,,
0000000671,Micro Healthcare,31/2.9/0084,894958003,N02AB,S6,Micro-Pethidine,Pethidine,50,mg,INJ,10,,19.57,2.17,3.04,24.79,2.19,2009-02-19,,,
0000000671,Micro Healthcare,31/2.9/0083,895156008,N02AB,S6,Micro-Pethidine,Pethidine,25,mg,INJ,10,,23.38,2.59,3.64,29.61,2.61,2009-02-19,,,
0000000671,Micro Healthcare,31/2.9/0085,894966006,N02AB,S6,Micro-Pethidine,Pethidine,100,mg,INJ,10,,27.78,3.08,4.32,35.18,3.11,2009-02-19,,,
0000000671,Micro Healthcare,33/2.7/0426,703604001,N01AH,S6,Micro-Sufentanil,Sufentanil,250,mcg,INJ,10,,295.09,32.76,45.90,373.75,33.02,2009-02-19,,,
0000000671,Micro Healthcare,33/2.7/0397,705980001,N01AH,S6,Micro-Sufentanil,Sufentanil,10,mcg,INJ,10,,331.05,36.74,51.49,419.29,37.04,2009-02-19,,,
0000000671,Micro Healthcare,33/2.7/0398,705979001,N01AH,S6,Micro-Sufentanil,Sufentanil,50,mcg,INJ,10,,"1,655.26",183.73,257.46,"2,096.45",185.20,2009-02-19,,,
0000000671,Micro Healthcare,32/17.1/0241,703607001,M03AB,S4,Micro-Suxamethonium ,Suxamethonium,100,mg,INJ,10,,50.00,5.55,7.78,63.33,5.59,2009-02-19,,,
0000000671,Micro Healthcare,32/10.2/0333,705970001,R03DA,S4,Micro-Theopyllin ,Aminophylline,250,mg,INJ,10,,28.54,3.17,4.44,36.15,3.19,2009-02-19,,,
0000000671,Micro Healthcare,31/20.1.1/0155,706194001,S01AA,S4,Micro-Tobramicin ,Tobramycin,20,mg,INJ,10,,211.19,23.44,32.85,267.48,23.63,2009-02-19,,,
0000000671,Micro Healthcare,31/20.1.1/0156,706196001,S01AA,S4,Micro-Tobramicin ,Tobramycin,80,mg,INJ,10,,388.99,43.17,60.50,492.66,43.52,2009-02-19,,,
0000000671,Micro Healthcare,29/7.1.4/0666,703896001,C08DA,S3,Micro-Verapamil ,Verapamil,5,mg,INJ,10,,89.90,9.98,13.98,113.87,10.06,2009-02-19,,,
0000000671,Micro Healthcare,29/34/0717,700343001,V07AB,S1,Water for Injection,Water,10,ml,INJ,10,,13.55,1.51,2.11,17.17,1.52,2009-02-19,,,
0000000671,Micro Healthcare,29/34/0717,700345001,V07AB,S1,Water for Injection,Water,10,ml,INJ,10,,17.68,1.96,2.75,22.39,1.98,2009-02-19,,,
0000000671,Micro Healthcare,29/34/0717,703687001,V07AB,S1,Water for Injection,Water,10,ml,INJ,10,,28.35,3.15,4.41,35.90,3.17,2009-02-19,,,
0000000495,Mirren (Pty) Ltd,T/30.2/608,707783003,J06BA,S4,Beriglobin 2ml  ,"Immunoglobulins, normal human, for extravascular adm.",160,mg/ml,INJ,1,,157.72,21.35,25.07,204.14,193.13,2009-02-09,,,
0000000495,Mirren (Pty) Ltd,T/30.2/609,707791006,J06BA,S4,Beriglobin 5ml  ,"Immunoglobulins, normal human, for extravascular adm.",160,mg/ml,INJ,1,,391.80,55.87,62.67,510.34,450.84,2009-02-09,,,
0000000495,Mirren (Pty) Ltd,G0931,710652003,R05CB,S1,Broncol Linctus,Ammonium chloride,180,mg,SYR,200,,26.52,3.78,4.24,34.54,0.15,2009-02-09,,,
,,,,,,,Dexpanthenol,100,mg,,,,,,,,,,,,
,,,,,,,Dextromethorphan,30,mg,,,,,,,,,,,,
0000000495,Mirren (Pty) Ltd,27/A.5.8./435,797405003,R01BA,S2,Coryx  ,Acetylsalicylic acid,600,mg,EFT,12,,23.72,3.38,3.79,30.89,2.28,2009-02-09,,,
,,,,,,,Ascorbic acid (vit C),333,mg,,,,,,,,,,,,
,,,,,,,Chlorphenamine,4,mg,,,,,,,,,,,,
,,,,,,,Pseudoephedrine,50,mg,,,,,,,,,,,,
0000000495,Mirren (Pty) Ltd,31/5.8/0056,827460007,R01BA,S2,Coryx  ,Ascorbic acid (vit C),75,mg/5ml,SYR,100,,17.14,2.45,2.74,22.33,0.20,2009-02-09,,,
,,,,,,,Pseudoephedrine,25,mg/5ml,,,,,,,,,,,,
,,,,,,,Triprolidine,1,mg/5ml,,,,,,,,,,,,
0000000495,Mirren (Pty) Ltd,T546,731129008,J06BA,S4,Histaglobin  ,Histamine,0,mg,INJ,4,,285.44,40.70,45.66,371.80,82.11,2009-02-09,,,
,,,,,,,"Immunoglobulins, normal human, for extravascular adm.",12,mg,,,,,,,,,,,,
0000000495,Mirren (Pty) Ltd,Z/20.2.6/388,878790004,P01BA,S1,Mirquin,Chloroquine,50,mg/5ml,SYR,100,,17.56,2.50,2.81,22.87,0.20,2009-02-09,,,
0000000495,Mirren (Pty) Ltd,X/31/131,785369007,B01AD,S4,Streptase ,Streptokinase,15000000,iu,INJ,1,,"2,521.00",112.88,368.74,"3,002.62","2,662.69",2009-02-09,,,
0000000495,Mirren (Pty) Ltd,H2863,782610005,B01AD,S4,Streptase 5ml,Streptokinase,750000,iu,INJ,1,,"1,264.10",52.84,184.37,"1,501.31","1,326.28",2009-02-09,,,
